MASTER_ID,NAME,LOC,STATUS,BILL_ACC_CNT,SERV_ACC_CNT,ACTV_ASSET_CNT,ORDER_CNT,TOT_NEW_SALE,TOT_UPGRADE,TOT_DGRADE,TOT_CHURN_AMT,Revenue(ZAR)
1-3IAK7VA,MAMELLO TRADING 624 CC T/A XMTS,BLOEMFONTEIN,Active,1,0,8,4,136822,0,0,0,R6 687.95
1-3IBP7H8,EDWARDS PARCELL EXPRESS (PTY) LTD,JOHANNESBURG,Active,1,8,281,19,836600,67711.24,0,0,R127 111.35
1-3IBRE9C,JAMES MICHAEL PULLINGER,PARKTOWN,Active,1,0,1,0,0,0,0,0,R75.00
1-3ISOO8E,PIENAAR CONSULTING VENNOOTSKAP,BLOEMFONTEIN,Active,2,43,276,143,1354790,16266,0,0,R124 665.83
1-3IUDHB2,AKACIA MEDICAL (PTY) LTD,ISANDO,Active,1,0,110,8,5494,21298,-3636,0,R146 784.74
1-3IUFHIJ,JHI RETAIL (PTY) LTD,JHB,Active,1,0,3,2,0,0,0,-1881.6,R65.05
1-3J7MSC8,NEASA,PTA,Active,1,0,2,1,0,0,0,0,-R66.67
1-3J8F8B2,CONTROL RISK,GAUTENG,Active,1,0,13,2,1905.56,0,0,0,R20 759.00
1-3JCSIVB,ANDTASH (PTY) LTD T/A THE DIGITAL EXPERIENCE,JHB,Active,1,0,5,0,0,0,0,0,R3 749.00
1-3JIMKHI,HEXING ELECTRICAL SA (PTY) LTD,JOHANNESBURG,Active,1,3,92,22,238158,170033.52,0,0,R95 571.86
1-3JS9Q90,INTELLAGENT SOLUTIONS,JOHANNESBURG,Active,1,0,0,2,0,32704,0,0,R1 576.00
1-3JTUOK3,M A D FUNCTION (PTY) LTD T/A L OPULENCE,JHB,Active,1,0,3,0,0,0,0,0,R800.00
1-3JTX6PI,CONTITRADE AFRICA (PTY) LTD,PORT ELIZABETH,Active,1,0,2,0,0,0,0,0,R250.00
1-3JU2EEM,CENTURY CITY CONNECT (PTY) LTD,CANAL WALK CAPE TOWN,Active,1,2,16,4,0,0,0,0,R1 200.00
1-3KCF4ON,YG TECH CC,PORT ELIZABETH,Active,1,2,11,9,0,0,0,0,-R895.21
1-3KDC7R7,BELGACOM INTERNATIONAL CARRIER SERVICES SA,SANDTON,Active,1,0,0,0,0,0,0,0,R26 638.62
1-3KDC7ZM,GOLDTEL,SANDTON,Active,1,0,3,4,0,0,0,0,R206 406.96
1-3KDC83X,PHONE IT CC,SANDTON,Active,1,0,0,0,0,0,0,0,R2 265.33
1-3KJ01HQ,SPRINTNET (PTY) LTD,JHB,Active,1,0,0,0,0,0,0,0,R1 507.00
1-3L642ZS,ECHO SERVICE PROVIDER,SANDTON,Active,1,0,1,2,0,0,0,0,R0.00
1-3LD38YM,RENE FOUCHE INCORPERATED ATTORNEYS,JHB,Active,1,0,8,0,0,0,0,0,R8 892.00
1-3LHGDBD,KOOR MIA TRADING CC,JOHANNESBURG,Active,1,0,4,0,0,0,0,0,R853.50
1-3LNZRVH,BOKWA INC,PRETORIA,Active,1,0,4,0,0,0,0,0,R3 744.74
1-3LRK29C,MAKE A DIFFERENCE LEADERSHIP FOUNDATION,CAPE TOWN,Active,1,0,26,0,0,0,0,0,R0.00
1-3LSOWGQ,SAFIKA HOLDINGS (PTY) LTD,JOHANNESBURG,Active,1,0,0,0,0,0,0,0,R0.00
1-3MH4ZJ4,UNITED NATIONS CHILDREN'S FUND,PRETORIA,Active,1,0,7,0,1693808,0,0,0,R15 616.53
1-3MHBPI8,RUSH EXTREME SPORTS,JHB,Active,1,0,0,2,0,0,0,0,R62.50
1-3MHHD5W,ECONOBRANDS T/A WIMPY CENTURION MALL,CENTURION,Active,1,0,2,0,0,0,0,0,R0.00
1-3MI2JV,TELESTREAM COMMUNICATIONS (PTY) LTD,CENTURION,Active,1,0,87,9,117452,30000,0,0,R50 292.26
1-3MPQR2L,INTERFACE SYSTEMS S.A. (PTY) LTD,JOHANNESBURG,Active,1,0,4,0,0,0,0,0,R1 542.99
1-3N3XAUO,JOHNSON AND JOHNSON MEDICAL (PTY) LTD,MIDRAND,Active,1,5,35,7,11200,0,0,-293652,R73 774.20
1-3NKIFKK,D AND D LOGAN TRADING CC,RIVONIA,Active,2,13,169,9,72,0,0,0,R110 562.94
1-3NKVR78,SYSTEMS ANYWHERE (PTY) LTD,CAPE TOWN,Active,1,0,5,3,0,13620,0,0,R2 352.66
1-3NUBH4H,PH VICTORIA JUNCTION (PTY)LTD,CAPE TOWN,Active,1,0,29,0,0,0,0,0,R11 527.80
1-3O9UIIW,HORIZON UNDERWRITING MANAGERS,JOHANNESBURG,Active,1,0,4,0,0,0,0,0,R3 749.00
1-3OA35PD,KHULISA ACADEMY,JHB,Active,1,0,6,0,0,0,0,0,R13 028.00
1-3OBX02I,AFRICAN ARETE (PTY) LTD,JOHANNESBURG,Active,1,0,4,3,0,0,0,-18515.88,R1 285.83
1-3OHHBS4,KIM CITY PTY LTD T/A CIVIC MOTORS,KIMBERLEY,Active,1,3,6,0,0,0,0,0,R200.00
1-3OSOC3D,OLYMPIC PARK TRADING 126 (PTY) LTD,EAST LONDON,Active,1,8,291,29,155884,1000,-816,-94440,R151 445.33
1-3OTCXRK,KWAZULU-NATAL FILM COMMISSION,KZN,Active,1,1,8,0,0,0,0,0,R15 556.00
1-3OXIOIU,SATOFON (PTY) LTD T/A BROOKLYN BROTHERS,JHB,Active,1,0,0,0,0,0,0,0,R375.00
1-3OY4VK5,CRIMSON MOON TRADING CC,EASTERN CAPE,Active,1,0,6,8,0,158263.92,0,0,R27 346.66
1-3OYE49Q,DIMENSION DATA SUPPLY CHAIN SERVICES LIMITED,BRYANSTON,Active,1,0,0,0,0,0,0,0,R280.02
1-3P7TWQV,RUTHLINN CONSULTING CC,JOHANNESBURG,Active,1,0,0,2,0,0,0,0,R281.87
1-3PCKQ6C,INTERLOC FREIGHT SERVICES PTY LTD,JHB,Active,1,0,9,0,0,0,0,0,R12 351.00
1-3PKN4JB,NETFLIX STREAMING SERVICES INTERNATIONAL BV,NETFLIX,Active,1,0,3,0,0,0,0,0,R1 363.57
1-3QTPD9Z,COJ,UPLOAD,Active,1,0,2,0,515504.8,0,0,0,R252 749.00
1-3RSQJY5,SQM AFRICA (PTY) LTD,DURBAN,Active,1,2,11,0,0,0,0,0,R18 127.28
1-3RV2FAG,MAYA MOBILE PTY LTD,CAPE TOWN,Active,1,0,22,13,0,105340,0,0,R41 659.08
1-3SIH4B5,OPTINET,WESTERN CAPE,Active,2,0,41,19,3360,0,0,0,-R6 161.76
1-3SPU699,THE METROPOLITAN TRADING COMPANY,JOHANNESBURG,Active,1,0,12,26,630316.96,0,0,0,R48 480.00
1-3SSD51G,BRITEHOUSE MOBILITY (PTY) LTD,BRYANSTON,Active,1,0,44,0,0,0,0,0,R14 985.84
1-3SUV2FK,INSURANCE UNDERWRITING MANAGERS (PTY) LTD,JHB,Active,1,0,19,0,0,0,0,0,R6 981.00
1-3SVGUE2,UNIVERSAL KNOWLEDGE SOFTWARE (PTY) LTD,GAUTENG,Active,1,0,6,3,134904,0,0,0,R11 117.00
1-3T1E51Q,ASCENDIS MANAGEMENT SERVICES,HEAD OFFICE,Active,1,0,41,24,20410,0,0,0,R35 448.13
1-3TBNR2,DAYTONA ELECTRONICS,BOKSBURG,Active,1,0,3,0,32294,0,0,0,R1 500.00
1-3TK8B1M,XON SYSTEMS (PTY) LTD,GAUTENG,Active,1,0,3,0,0,0,0,0,R0.00
1-3TKD9PK,NTT COMMUNICATIONS CORPORATION,JAPAN,Active,1,0,2,0,0,0,0,0,R0.00
1-3TKIK5Y,LAINGSBURG SENTRA PTY LTD T/A DEBONAIRS DURBANVILLE,CPT,Active,1,0,2,0,0,0,0,0,R200.00
1-3TMNYP8,DLDMIC HOLDINGS (PTY) LTD.,DURBAN,Active,1,0,3,0,0,0,0,0,R360.00
1-3TQ0BY2,FINE CHEMICALS CORPORATION (PTY) LTD,WESTERN CAPE,Active,1,0,5,0,0,0,0,0,R13 028.00
1-3U72UNG,TORGA OPTICAL PTY LTD,GAUTENG,Active,2,0,72,20,193182,206378,0,0,R23 557.48
1-3U7YHYM,KUEHNE AND NAGEL,DUBAI UAE,Active,1,0,0,8,0,0,0,-282117.36,-R7 332.85
1-3UET9F4,MINE BANG MEDIA PTY LTD T/A PERSONERA PTY LTD,CAPE TOWN,Active,1,0,1,3,0,0,0,-14988,R0.00
1-3UIGC0A,MMAKOSHA KEKANA CONSULTING PTY LTD,JHB,Active,1,0,16,8,11555093.84,0,0,0,R10 329.40
1-3UIHK5Q,SALT DESIGN STUDIOS (PTY) LTD,CAPE TOWN,Active,1,0,0,2,0,0,0,0,R26.45
1-3UXWIV2,STAR IT CONSULTANCY,JOHANNESBURG,Active,1,0,1,0,0,0,0,0,R684.80
1-3UY5PYN,GOLDUNES INVESTMENTS PTY LTD,DURBAN,Active,1,0,2,0,0,0,0,0,R0.00
1-3UYZRXE,MF JASSAT DHLAMINI INC,GAUTENG,Active,1,0,3,0,0,0,0,0,R421.67
1-3V253PC,VANTILL MANAGMENT (PTY)LTD,SANDTON,Active,1,0,5,0,0,0,0,0,R280.00
1-3V64Y9G,CELBUX CONSULTING (PTY) LTD,PRETORIA,Active,1,0,6,0,290360,0,0,0,R14 825.00
1-3V8JMOM,MPACT POLYMERS (PTY) LTD,WOODMEAD,Active,1,0,2,2,150,0,0,0,R625.00
1-3VFDTOM,PECTOCORP (PTY) LTD T/A FRANKY'S DINER,CAPE TOWN,Active,1,0,2,0,0,0,0,0,R545.00
1-3VGIJH0,GOODES AND SEEDAT INC ATTORNEYS,RIVONIA,Active,1,0,4,0,0,0,0,0,R280.33
1-3VKU6C,SANDOWN TRAVEL (PTY) LTD,SANDTON,Active,1,0,0,0,0,0,0,0,R143.36
1-3VP9MS,CROWN FOOD GROUP (PTY) LTD T/A BIDCORP FOOD AFRICA H/O,HEAD OFFICE,Active,1,1,18,10,0,0,0,-123027.72,R5 120.78
1-3VPNZ6,COLLECTION AND FINANCIAL SERVICES,CAPE TOWN,Active,1,1,1,0,0,0,0,0,R0.00
1-3VRW76,MOBILE INTERGRATED TECHNOLOGIES,KEMPTON PARK,Active,1,0,7,0,0,0,0,0,R0.00
1-3VUOH91,SPX LOGISTIX (PTY) LTD,KEMPTON PARK,Active,1,0,4,0,0,0,0,0,R1 027.73
1-3W5A9U2,MOTA-ENGIL CONSTRUCTION SOUTH AFRICA (PTY) LTD,ROSEBANK,Active,1,1,65,13,385344.28,-37800,0,-94551.6,R42 651.31
1-3W93CFA,JUST RETIREMENT LIFE (SOUTH AFRICA) LTD,CAPE TOWN,Active,1,0,2,0,0,0,0,0,R0.00
1-3WE19FH,MTU-SOUTH AFRICA (PTY) LTD,GAUTENG,Active,1,0,2,0,0,0,0,0,R3 080.00
1-3WG0EK3,MXIT REACH TRUST,STELLENBOSCH,Active,1,0,0,0,0,0,0,0,R238.83
1-3WGYJ64,CITIQ PREPAID,CAPE TOWN,Active,1,0,0,4,0,72500,0,0,R0.00
1-3WKA8MK,MULTICHOICE SUPPORT SERVICES  (PTY) LTD (SVOD DIVISION),SHOWMAX - RANDBURG,Active,1,0,0,0,0,0,0,0,R187 129.18
1-3WKOL9A,OCULATE (PTY) LTD,JHB,Active,1,0,2,0,0,0,0,0,R360.00
1-3WYD9BM,WAINCON PROJECTS (PTY) LTD,WITKOPPEN,Active,1,0,4,0,0,0,0,0,R47.37
1-3X6EX96,4 AFRICA EXCHANGE (PTY) LTD,JHB,Active,1,0,3,0,0,0,0,0,R16 220.00
1-3XN32ND,AFROLABS EXPERIMENTAL SOFTWARE (PTY) LTD,CAPE TOWN,Active,1,0,4,0,0,0,0,0,R2 449.00
1-3XO413G,KEAHAN FAST FOODS (PTY) LTD T/A WIMPY WILKOPPIES,KLERKSDORP,Active,1,0,2,0,0,0,0,0,R200.00
1-3XOMG1F,JSDAAV ZA TELECOMS (PTY) LTD,PRETORIA EAST,Active,1,0,0,0,0,0,0,0,R518.77
1-3Y4ZPOE,ROOMFIVE PRIVATE FUNCTION VENUE (PTY) LTD,HIGHLANDS NORTH,Active,1,0,0,2,0,0,0,0,-R731.00
1-3Y88P59,BYTES PEOPLE SOLUTIONS -ALTRON TMT (PTY) LTD,MIDRAND,Active,1,0,0,0,0,0,0,0,R21 094.06
1-3Y8G1CU,VS CARGO LTD,ZAMBIA,Active,1,0,4,0,0,0,0,0,R0.00
1-3Y8UVL2,HASHTAG HOT CATERERS TA PLATINUM SKY,JHB,Active,1,0,2,2,0,0,0,0,R4 001.33
1-3YDNFQP,MOBIUS MOBILE,HEAD OFFICE- UMHLANGA,Active,1,0,7,0,0,0,0,0,R61 049.24
1-3YHYZ64,SWORDFISH SOFTWARE (PTY) LTD,CENTURION,Active,1,0,8,0,0,0,0,0,R15 331.04
1-3YK9JMC,KEYRUS SOUTH AFRICA (PTY) LTD,DURBAN,Active,1,0,60,0,0,0,0,0,R20 653.78
1-3YX8BBO,MTUMORELF ENTERPRISES PTY (LTD) T/A WIMPY ENGEN VRYHEID,VRYHEID,Active,1,0,0,0,0,0,0,0,R133.33
1-40IENKX,OTE GLOBE,ATHENS,Active,1,5,70,5,0,0,0,0,R36 915.91
1-40KVN4,SOUTH AFRICAN POLICE SERVICES,PRETORIA,Active,1,0,9,0,0,0,0,0,R0.00
1-40QYGDB,PHINDA PRIVATE GAME RESERVE (PTY) LTD,SANDTON,Active,1,0,0,0,0,0,0,0,R1 911.97
1-4139GJ,LINKQAGE CC,CAPE TOWN,Active,1,0,9,3,174122,0,0,0,R0.00
1-413YYWP,NOLOGY (PTY) LTD,JHB,Active,1,0,18,6,5130,20356,0,0,R16 775.22
1-414KRCA,LAKE FOODS,GALAXY AVENUE  LINBRO BUSINESS PARK SANDTON 2065,Active,1,0,1,0,0,0,0,0,R1 563.92
1-4162Z8H,MIKE INVESTMENTS (PTY) LTD T/A OBAR,PTA,Active,1,0,2,0,0,0,0,0,R375.00
1-416C9UW,MVR RESTAURANTS PTY LTD T/A CHANNEL M,PRETORIA,Active,1,0,2,0,0,0,0,0,R375.00
1-41FXNHQ,MPJC RESTURANTS T/A BLUEROOM HATFIELD,HATFIELD,Active,1,0,2,0,0,0,0,0,R375.00
1-41HGBBO,LUSITANIA DISTRIBUTORS (PTY) LTD,JOHANNESBURG,Active,1,0,0,64,2880,0,0,-663705.48,R29 283.27
1-41K8XI0,GLOBAL CHOICES LIFESTYLE (PTY) LIMITED,RIVONIA,Active,1,0,21,2,0,0,0,-97104,R25 552.50
1-41M5FL5,FORMPAK (PTY) LTD,GAUTENG,Active,1,0,4,0,0,0,0,0,R2 093.16
1-41OA9PQ,LODEWIKUS AND MICHEAL INVETSMENTS T/A BLUEROOM CENTRAL,PRETORIA,Active,1,0,2,0,0,0,0,0,R375.00
1-41PMI5V,CAPE UNION MART INTERNATIONAL (PTY) LTD,WESTERN CAPE,Active,1,75,673,351,4543605.05,260,0,0,R30 635.13
1-41RRXHB,STRATUM BENEFITS PTY LTD,JHB,Active,3,0,108,19,34099.2,27765.6,0,0,R50 666.20
1-41STBGK,VAN REENEN RESTARURANTS TA EUROPA,PTA,Active,1,0,2,0,0,0,0,0,R375.00
1-41SVO6U,TRIDENT HOLDINGS (PTY) LTD,SANDTON,Active,1,0,5,0,0,0,0,0,R3 917.00
1-41SXYC4,GOLDEN ERA MOTORS (PTY) LTD,PRETORIA,Active,1,0,0,2,0,0,0,-23628,R1 312.67
1-41V1H4G,INDLOVUKAZI RECRUITMENT,GAUTENG,Active,1,0,3,0,0,0,0,0,R404.67
1-42JM5EI,MANGOLD CONSULTING GROUP,PORT ELIZABETH,Active,1,0,108,9,276963.68,0,-222950.64,0,R31 325.60
1-42JXGB4,EXPERSE A DIVISION OF AECI LIMITED,GAUTENG,Active,1,0,1,0,0,0,0,0,R500.00
1-42K349F,BLUE BULLS COMPANY,PRETORIA,Active,1,0,12,0,0,0,0,0,R6 879.00
1-42QCCV2,K2015197157 (SOUTH AFRICA) (PTY) LTD T/A NINOS,DURBAN,Active,1,0,2,0,0,0,0,0,R0.00
1-42RQTWJ,108827(PTY) LTD,BERGDRIVE CHLOORKOP GUATENG,Active,1,0,1,0,0,0,0,0,R522.46
1-42WEVR1,NICAUD PROP 224 CC T/A STEERS KRUGERSDORP DRIVE THRU,KRUGERSDORP,Active,1,0,2,0,0,0,0,0,R66.67
1-42WHIFY,ROWFRE ENTERTAINMENT CC,KRUGERSDORP,Active,1,0,2,0,0,0,0,0,R0.00
1-436NIAZ,BIGEN AFRICA GROUP HOLDINGS PTY LTD,CAPE TOWN,Active,1,0,4,0,0,0,0,0,R2 446.50
1-436NUNE,FC PROPERTY MANAGEMENT COMPANY (PTY) LTD,GAUTENG,Active,1,0,6,0,0,0,0,0,R2 828.00
1-439MBW7,SSH DESIGN,CAPE TOWN,Active,1,0,67,2,1337350,0,0,0,R32 722.25
1-439N44K,SASFIN COMMERCIAL SOLUTIONS (PROPERTIES)  (PTY) LTD,PORT ELIZABETH,Active,1,0,11,0,0,0,0,0,R14 301.00
1-43F3QRX,ITEC COMMUNICATIONS,MIDRAND,Active,1,3,18,11,316906,26484,0,0,R8 040.29
1-43FVTI6,UMGUNGUNDLOVU DISTRICT,KWAZULU NATAL,Active,1,0,1,0,202140,0,0,0,R5 043.77
1-43UO9DH,IMILINGO,GAUTENG,Active,1,0,0,4,0,0,0,-62580,-R7 422.80
1-43UQ3O7,DCB LOGISTICS,KEMPTON PARK,Active,1,0,2,0,0,0,0,0,R7 394.00
1-4407R0J,AUDREY TOWNHOUSE SPECIALISTS CC T/A TEAM 1 WATERFRONT,PRETORIA,Active,1,0,5,0,0,0,0,0,R2 088.00
1-442I3SR,VORLON (PTY) LTD,JHB,Active,1,2,18,0,0,0,0,0,R8 904.00
1-445SHD6,WILLEM BOTHA INVESTMENTS PTY LTD,PORT ELIZABETH,Active,1,0,0,2,0,0,0,0,R0.00
1-44FOTGD,C O DESIGNS (PTY) LTD,JHB,Active,1,0,5,0,0,0,0,0,R1 618.00
1-44IASYJ,CIARASPARK,PTA,Active,1,0,2,0,0,0,0,0,R0.00
1-44J0Z24,PPC GROUP SERVICES PTY LTD,SANDTON,Active,2,2,75,22,0,121019,0,-52248,R168 376.23
1-44JF6YU,KEY LIGHT RAY TRADE PTY LTD TA WIMPY NOORDHEUWEL,NOORDHEUWEL,Active,1,0,0,2,0,0,0,0,R250.00
1-44N13KW,THE PARK HOUSE OF EVENTS ON 7,HYDE PARK,Active,1,0,5,0,0,0,0,0,R1 618.00
1-44NMV76,DV8,HEAD OFFICE,Active,1,309,111,1174,111609,0,0,-7883377.4,-R301 314.41
1-44PYYTB,DIMENSION DATA NAMIBIA - SHOPRITE CHECKERS,HEAD OFFICE - MASTER,Active,1,18,0,168,391503.4,585033.72,0,-97594.68,R148 179.40
1-44Q1WX2,SEDIBENG IRON ORE (PTY) LTD,GAUTENG,Active,1,0,8,0,0,0,0,0,R13 847.00
1-44RM05X,NOLDOR TECHNOLOGIES,FOURWAYS,Active,1,0,4,0,0,0,0,0,R8 799.00
1-44Y1NME,MAX'S LIFESTYLE (PTY) LTD,DURBAN,Active,1,0,2,0,0,0,0,0,R0.00
1-44YHP3K,REAL FUTURES (PTY) LTD,HEAD OFFICE,Active,1,0,7,0,0,0,0,0,R15 687.61
1-44YRM38,BREAKERS SHAREBLOCKS LTD,UMHLANGA,Active,1,0,2,0,0,0,0,0,R3 432.17
1-4544VTA,A M G FINANCE MANAGEMENT CC T/ACALTEX DRIVE INN MOTORS,GERMISTON,Active,1,0,2,0,0,0,0,0,R670.00
1-457QHN9,DIMENSION DATA (PTY) LTD,BRYANSTON,Active,1,3,264,17,1648966.64,0,0,0,R39 234.50
1-45C0OUJ,ZARA HOME RETAIL SOUTH AFRICA (PTY) LTD,MALL OF AFRICA,Active,1,0,6,0,0,0,0,0,R5 978.50
1-45FASBV,DAYTONA PTY LTD T/A ASTON MARTIN,CAPE TOWN,Active,1,0,4,0,0,0,0,0,R1 618.00
1-45PHV3C,AFRO - OLYMPIC CC T/A MILKY LANE,WELKOM,Active,1,0,2,0,0,0,0,0,R166.67
1-45UDL5F,INDIGO CREEK,MARIKANA,Active,1,0,0,2,0,0,0,0,R0.00
1-45YKMUC, ALLEMANDE ENTERTAINMENT CC T/A WIMPY GLENASHLEY,DURBAN NORTH,Active,1,0,2,0,0,0,0,0,R200.00
1-464UAUG,FAURE MYBURGH CC,SCOTTBURGH,Active,1,0,0,2,0,0,0,0,R100.00
1-46J9LZI,FUSIONSTORM (PTY) LTD,JOHANNESBURG,Active,1,0,5,0,0,0,0,0,R6 969.05
1-46LLRGN,IMAGINE CRUISING (PTY) LTD T/A IMAGINE HOLIDAYS,CAPE TOWN,Active,1,0,5,2,0,0,0,-88764,R9 506.00
1-46TJY5E,SPERO VILLIOTI ELITE DESIGN ACADEMY,JHB,Active,1,0,4,0,0,0,0,0,R2 088.00
1-471FXE8,HARTIES TRINITY BAKERY (PTY) LTD T/A VOVO TELO HARTEBEESPOORT,HARTBEESPOORT,Active,1,0,3,0,0,0,0,0,R300.00
1-471FXGR,MK MOUNT PLEASENT PTY LTD,PORT ELIZABETH,Active,1,0,3,0,0,0,0,0,R375.00
1-471FXLQ,CEDARHILLS TRADING (PTY) LTD,DURBANVILLE,Active,1,0,3,0,0,0,0,0,R250.00
1-472ZAPO,PBSA (PTY) LTD,JOHANNESBURG,Active,1,0,19,2,432808,233184,-393552,0,R42 513.87
1-47IKDMJ,PEARSON SOUTH AFRICA (PTY) LTD,CAPE TOWN,Active,4,20,340,66,419031.2,137922,0,-1196172,R187 460.50
1-47J14V6,MOPANI DISTRICT MUNICIPALITY,GIYANI,Active,1,0,3,0,0,0,0,0,R1 969.00
1-47PUX1M,ABSOLUTE GEYSER SOLUTIONS CC,EDENVALE,Active,1,0,6,2,0,540,0,0,R791.02
1-47R0W98,RBJ HOLDINGS (PTY) LTD,MATATIELE,Active,1,0,2,2,0,0,0,0,R300.00
1-47XDZ00,J BOYD T/A NINO'S HILTON,PIETERMARITZBURG,Active,1,0,2,0,0,0,0,0,R0.00
1-47ZSULC,LSM DISTRIBUTORS(PTY) LTD T/A KYALAMI GRAND PRIX CIRCUIT,KYALAMI,Active,1,0,1,0,0,0,0,0,R36 687.33
1-4841EXI,PRIMOLOGIX (PTY) LTD.,FLORIDA HILLS,Active,1,0,2,0,0,0,0,0,R460.00
1-484HZRC,RT SYSTEMS (PTY) LTD,HEAD OFFICE,Active,1,0,65,2,0,0,0,-4320,R17 091.49
1-487ZCF9,WECHAT AFRICA SERVICES (PTY) LTD,CAPE TOWN,Active,1,0,0,0,0,0,0,0,R198.00
1-48FF4RY,LAURELTON DIAMONDS BOTSWANA,BOTSWANA,Active,1,0,9,2,0,0,0,-8870.4,R11 013.24
1-48FF4WU,LAURELTON DIAMONDS MAURITIUS,MAURITIUS,Active,1,0,9,0,0,0,0,0,R4 433.40
1-48GMCW6,SENTRAAL-SUID KOOPERASIE,SWELLENDAM,Active,1,0,3,2,33319.32,0,0,0,R38 307.67
1-48YPVTQ,MODHOMCO (PTY) LTD,CENTURION,Active,1,0,2,2,0,0,0,0,R1 811.47
1-49DQP26,MACHINE CUTTING SERVICES (PTY) LTD,GAUTENG,Active,1,0,3,0,0,0,0,0,R0.00
1-49NG8CD,LIGHTSTONE (PTY) LTD,BRYANSTON,Active,2,2,181,36,2421556,0,0,-860756.04,R209 288.21
1-49QIHXU,QS SA RESOURCE MANAGEMENT (PTY) LTD T/A THE IT LAB,CPT,Active,1,0,5,0,0,0,0,0,R34 999.94
1-49WBT9I,DET AFRICA (PTY) LTD,JOHANNESBURG,Active,1,0,26,5,747727.2,588000,0,-472335.36,R120 696.21
1-49WXJGT,MSINSI HOLDINGS (SOC) LTD,HILLCREST,Active,1,1,6,0,0,0,0,0,R9 050.00
1-49XCKXA,COFCO SOUTH AFRICA (PTY) LTD,WESTERN CAPE,Active,1,0,5,0,0,0,0,0,R27 230.53
1-4AMMPT0,MEIHUIZEN FREIGHT (PTY) LTD,CPT,Active,1,0,3,0,0,0,0,0,R7 477.33
1-4ARTXSG,QVEND (PTY) LTD,HEAD OFFICE SA,Active,1,0,1,0,0,0,0,0,R5 198.80
1-4ASV98R,AFRIKAANSE HOËR SEUNSKOOL,HEAD OFFICE SA,Active,1,0,1,0,0,0,0,0,R0.00
1-4ATD6AK,REBALANCE FUND MANAGERS (PTY) LTD,GAUTENG,Active,1,0,8,0,0,0,0,0,R0.00
1-4BIFPN6,LABOTEC (PTY) LTD,RANDJIESPARK,Active,1,0,2,0,0,0,0,0,R858.22
1-4BPDFAM,BOO MEDIA AND COMMUNICATION (PTY) LTD,WOODSTOCK,Active,1,0,0,0,0,0,0,0,-R6 250.00
1-4BUIOA6,CKZ RESTUARANTS,HEAD OFFICE,Active,1,0,1,0,0,0,0,0,R161.29
1-4CTMC4Y,LLAMASOFT SOUTH AFRICA (PTY) LTD,JHB,Active,1,0,6,0,0,0,0,0,R48 722.00
1-4DA37UU,DIMENSION DATA/CAPRICON MUNICIPALITY,POLOKWANE,Active,1,0,19,8,543636.96,0,0,0,R17 727.67
1-4DAE1KU,BLUE IDEA INVESTMENT (PTY) LTD T/A WIMPY ZEVENWACHT MALL,CAPE TOWN,Active,1,0,2,0,0,0,0,0,R907.00
1-4DQV2YC,DIMENSION DATA (PTY) LTD (CONTRACTS) - EMS,CAPE TOWN,Active,1,22,446,18,489720.4,1316272,0,0,R313 666.70
1-4DRW18T,BETTERFIBRE (PTY) LTD,DURBAN,Active,1,0,4,0,-1920,0,0,0,-R5 646.67
1-4DS2K7L,IQUBE (PTY) LTD,RUSTENBURG,Active,1,2,69,4,72410,0,0,0,R54 074.03
1-4DSR9P7,TINTINARA FARMS CC,HEAD OFFICE,Active,1,0,5,2,0,0,0,0,R0.00
1-4DXJBA2,SOURCE SA DESIGN EXPORT CC,CPT,Active,1,0,8,3,20916,0,0,0,R2 152.28
1-4E7WT38,DIGICOMS TELECOMMUNICATION (PTY) LTD,BLOEMFONTEIN,Active,2,34,458,197,63582.28,0,0,-47687.52,R21 643.53
1-4E84WWO,AVENG MANUFACTURING A DIVISION OF AVENG (AFRICA) (PTY) LTD,BOKSBURG,Active,1,0,22,0,0,0,0,0,R29 893.42
1-4E84XDQ,AVENG RAIL A DIVISION OF AVENG (AFRICA) (PTY) LTD,BOKSBURG,Active,1,0,18,3,42808,0,0,0,R13 203.06
1-4E8UGJ9,ATLANTIC IMBIZO CONFERENCE AND FUNCTION STUDIOS (PTY) LTD,WATERFRONT,Active,1,0,4,3,0,0,-45768,0,R4 573.17
1-4ENHBT4,MINERAL SANDS RESOURCES (PTY) LTD,KOEKENAAP,Active,1,0,5,0,0,0,0,0,R11 342.00
1-4EZJO2O,DELF CONSULTING ENGINEERS (PTY) LTD,OAK AVENUE,Active,1,0,6,0,0,0,0,0,R6 424.00
1-4F1WQ8M,KHAVHA ZAME MOCKS IT,EAST LONDON,Active,1,1,7,0,0,0,0,0,R25 599.95
1-4FG0Z6C,STANDERTON OIL MILLS (PTY) LTD,STANDERTON,Active,1,0,6,3,262120,0,0,0,R5 338.07
1-4FNGUN2,HOSPITALITY AND DESTINATION SERVICES CC T/A SOUTH AFRICA 360 LUXURY HOLIDAYS,WESTLAKE,Active,1,0,4,3,0,6828,0,0,R1 333.50
1-4FPECU5,THOUGHT EXPRESS SEMANTIC TECHNOLOGY (PTY) LTD,WESTERN CAPE,Active,1,0,9,3,0,0,0,0,R11 212.96
1-4FS1T4Q,EMBASSY PRODUCTION SUITES (PTY) LTD,SOUTH AFRICA,Active,1,0,5,6,0,137640,0,0,R18 556.33
