MASTER_ID,NAME,LOC,STATUS,BILL_ACC_CNT,SERV_ACC_CNT,ACTV_ASSET_CNT,ORDER_CNT,TOT_NEW_SALE,TOT_UPGRADE,TOT_DGRADE,TOT_CHURN_AMT,Revenue(ZAR)
1-10HY3QK,MYCARE,JOHANNESBURG,Active,1,0,0,0,0,0,0,0,R0.00
1-10K64YM,INTEGRITY ENGINEERING,PRETORIA,Active,1,0,2,0,0,0,0,0,R3 002.54
1-10P0N2R,ELLIES,JOHANNESBURG,Inactive,1,0,0,2,0,0,0,0,R202.33
1-115HN3K,INTEL SOUTH AFRICA CORPORATION,ENGLAND,Active,1,0,13,3,1991522,0,0,0,R80 050.79
1-116HJDD,DIMENSION DATA (PTY) LTD - OLD MUTUAL,OLD MUTUAL,Active,1,0,1323,158,5671660,0,0,-2138880,R1 968 322.41
1-118K8E0,EPHARM (PTY) LTD,JEFFREYS BAY,Active,1,0,2,0,0,0,0,0,R3 080.00
1-11FTJBH,RAVINDRA RAMOUTHAR,NOORDHEUWEL,Active,1,0,1,0,0,0,0,0,R70.00
1-11KGN2R,CLOUD TO MACHINE (PTY) LTD,THREE RIVERS,Active,1,0,0,2,0,0,0,0,R8 045.39
1-11SISEC,LANDELAHNI MANAGEMENT SERVICES PTY. LTD,MELROSE ESTATE,Active,1,0,9,6,0,0,0,0,R12 040.32
1-127ZQ2E,SIZWE MEDICAL FUND,JHB,Active,1,0,8,3,40320,0,0,0,R6 161.91
1-12ECVWV,I ATTOOH (PTY) LTD,FAERIE GLEN,Active,1,0,9,0,0,0,0,0,R4 469.00
1-12F7UN0,GOOGLE GLOBAL SERVICES NIGERIA LIMITED,LAGOS - NIGERIA,Active,1,1,3,0,0,0,0,0,R80 041.82
1-12FVE9Q,UNIBYTE DATA SYSTEMS,FAIRMOUNT,Active,1,1,3,0,0,0,0,0,R435.00
1-12FZTMW,DIGITAL OUTSOURCE SERVICES (PTY) LTD,HEAD OFFICE - CPT,Active,2,3,77,2,520182,0,0,0,R134 099.00
1-12G3VVI,GOOSEBUMPS DISTRIBUTION( PTY )LTD,CAPE TOWN,Active,1,22,213,26,602765.18,0,0,0,R95 413.13
1-12JDXBS,ISLAND VIEW STORAGE (PTY) LTD,DURBAN,Active,1,9,205,47,290474.32,164988,0,0,R138 645.17
1-12K2N44,TRANSTECH AFRICA GLOBAL TELECOMS (PTY) LTD,MIDRAND,Active,1,31,370,68,0,0,0,0,R51 063.21
1-12K49F6,CHEIL SOUTH AFRICA,BRYANSTON,Active,1,0,1,0,0,0,0,0,R0.00
1-12K49QX,MATLAPA CONSTRUCTION CONSULTING (PTY) LTD,JUSKEI PARK,Active,1,0,0,4,0,0,0,0,R383.80
1-12K8DX3,SUGARBERRY TRADING 455 - FEGO CAFFÉ MORNINGSIDE,MORNINGSIDE,Active,1,0,0,2,0,0,0,0,R0.00
1-12L8KOS,ATTACHMATE GROUP SOUTH AFRICA (PTY) LTD,SOUTH AFRICA,Active,1,0,0,2,0,0,0,-40800,-R1 133.33
1-12L9B4W,FYMT COMMUNICATIONS (PTY) LTD-T/A VODACOM RONDEBOSCH,RONDEBOSCH,Active,1,0,3,0,0,0,0,0,R0.00
1-12LMAT2,IMPENDLE LOCAL  MUNICIPALITY,IMPENDLE,Active,1,1,1,0,104790,0,0,0,R4 363.00
1-12LRMK4,COMPACT COMPUTER SOLUTIONS (PTY) LTD,HEAD OFFICE,Active,1,0,20,0,0,0,0,0,R10 490.86
1-12MZCN1,QORUS SOFTWARE ( PTY) LTD,CAPE TOWN,Active,1,0,38,5,0,0,0,0,R21 523.08
1-12N1OUI,DURADO ONDERNEMINGS -DURADO SPUR,VRYBURG,Active,1,0,2,0,0,0,0,0,R0.00
1-12ONMYQ,9TH BIT CONSULTING (PTY) LTD,MIDRAND,Active,1,0,32,0,0,0,0,0,R1 371.04
1-12QK4DQ,HIGHWAY PROPERTY GROUP (PTY) LTD,HARRISMITH,Active,1,0,3,3,0,0,0,0,R3 175.20
1-12UERVW,LEGAL AID SOUTH AFRICA,JOHANNESBURG,Active,1,139,1852,152,1088132,119808,0,0,R1 328 978.25
1-12UFLPS,SONIC WIRELESS SOLUTIONS,CAPE TOWN,Active,1,0,6,2,0,0,0,0,R5 284.51
1-12UKPDJ,MASTERFLEET CC - WIMPY SECUNDA,SECUNDA,Active,1,0,2,2,0,0,0,0,R400.00
1-12WIE0A,CARL ZEISS VISION SOUTH AFRICA,CAPE TOWN,Active,1,0,12,0,0,0,0,0,R30 282.92
1-12XVXFM,DYMACRAFT (PTY) LTD - WIMPY GREENSTONE,EDENVALE,Active,1,0,2,0,0,0,0,0,R66.67
1-12Y6ARB,MANNY GARRUN AND SONS (PTY) LTD,HOUGHTON,Active,1,0,7,10,0,0,0,-402525.24,-R12 437.54
1-130TYTK,BELA GAMES BELSKYE TRAVEL,DANVILLE,Active,1,0,2,0,0,0,0,0,R356.72
1-130TYWU,DRS MASHAO AND DZICHAUYA RADIOLOGY INC,SOWETO,Active,1,1,6,0,0,0,0,0,R4 021.03
1-131FU30,ARCH UNDERWRITING MANAGERS AT LLOYDS (SOUTH AFRICA) (PTY) LTD,BRYANSTON,Active,1,0,4,0,0,0,0,0,R8 396.58
1-131PDAY,BUTTONWOOD TRADING 23 CC- COCO BISTRO,ERASMUSKLOOF,Active,1,0,2,0,0,0,0,0,R250.00
1-132TW8M,NORTHSTAR ASSET MANAGEMENT (PTY)LTD,BISHOPSCOURT,Active,1,0,7,0,0,0,0,0,R1 969.00
1-132ZZAF,TAROCUBE (PTY) LTD,NEW GERMANY,Active,1,0,3,0,0,0,0,0,R1 969.00
1-1333AAN,BLU'S BROTHERS (PTY) LTD,SPARTAN,Active,1,0,2,0,0,0,0,0,R54.88
1-134G080,EXCELL INFRASTRUCTURES (PTY) LTD,DORINGKLOOF,Active,1,0,0,0,0,0,0,0,R50.00
1-136MAG6,IT'S A GO COMMUNICATIONS CC,BRYANSTON,Active,1,0,4,0,0,0,0,0,R768.32
1-136N281,BOSCH MANAGEMENT SERVICES (PTY) LTD,DURBAN,Active,1,1,37,0,280500,0,0,0,R11 220.28
1-136ZC78,FOURIES POULTRY FARM T/A CHUBB CHICKS,POTCHEFSTROOM,Active,1,0,4,3,0,0,0,0,R4 247.17
1-137QT9M,COCA-COLA AFRICA (PTY) LTD,HEAD OFFICE,Active,1,2,53,14,0,32721.8,0,-96228,R129 648.46
1-137QY1F,AEONOVA 360 MANAGEMENT SERVICES (PTY) LTD,JOHANNESBURG,Active,1,1,4,0,0,0,0,0,R6 059.96
1-137TZEO,JCE INDUSTRIES (PTY) LTD,PINETOWN,Active,1,4,0,3,0,0,0,-67788.72,R357.12
1-137UARD,PERSEUS TELECOM,NEW YORK,Active,1,2,2,0,0,0,0,0,R299 068.89
1-138597Y,MOTORNOSTIX,CAPE TOWN,Active,1,1,2,0,0,0,0,0,R15 158.86
1-1387YC2,IDWALA INDUSTRIAL HOLDINGS LTD,JOHANNESBURG,Active,4,10,360,52,718444.04,5984,0,-30083.4,R206 701.20
1-1388I3Y,NEUSTAR,USA,Active,1,0,15,0,0,0,0,0,R61 282.02
1-138FPOJ,LEHARI INVESTMENTS,JHB,Active,1,0,1,0,0,0,0,0,R83.89
1-138RE10,PAUL DE SMIDT,DOUGLASDALE,Active,1,0,1,0,0,0,0,0,R75.00
1-13A9IOC,JICAMA 311 (PTY) LTD,CAPE TOWN,Active,1,6,36,19,0,0,0,-317171.16,R38 577.97
1-13AUDI2,PAUL BOTHNER (PTY) LTD,CAPE TOWN,Active,1,10,134,3,401786,0,0,0,R16 746.33
1-13B22VG,DIRECT RESPONSE MEDIA CC,DURBAN,Active,1,0,12,2,0,0,0,0,R6 766.18
1-13BOE22,FHATANI CONSULTING ENGINEERS,JHB,Active,1,0,9,0,0,0,0,0,R2 449.00
1-13BRU2K,OPEN NETWORKS,JOHANNESBURG,Active,1,0,4,0,0,0,0,0,R3 749.00
1-13CJU95,SHIRO QUEST (PTY) LTD,SANDTON,Active,1,1,11,0,0,0,0,0,R9 859.07
1-13CN36N,INTRIHEALTH (PTY) LTD,FOURWAYS,Active,1,0,21,2,0,0,0,0,R12 907.21
1-13DRVCU,PAM GOLDING PROPERTIES (PTY) LTD,CAPE TOWN,Active,1,0,4,0,0,0,0,0,R0.00
1-13EJAR9,HBS ALUMINIUM SYSTEMS (PTY) LTD,CAPE TOWN,Active,1,3,126,2,0,0,0,0,R49 165.61
1-13EXX54,SA CALCIUM CARBIDE (PTY) LTD,NEWCASTLE,Active,1,0,1,0,0,0,0,0,R9 074.67
1-13F1WMD,ZIGZAG TRADE PTY LTD - WIMPY FAIRBRIDGE MALL,BRACKENFELL,Active,1,0,2,0,0,0,0,0,R200.00
1-13F1WRA,ORIENT ENTERTAINMENT CC - ORIENT RESTAURANT,MELROSE ARCH,Active,1,0,2,0,0,0,0,0,R0.00
1-13F1X35,MANA DAHL -WIMPY ESTCOURT,ESTCOURT,Active,1,0,2,0,0,0,0,0,R250.00
1-13FIP5K,CALANDRA TRADING 621,BLOEMFONTEIN,Active,1,0,4,0,0,0,0,0,R2 800.04
1-13GR1ZI,PEPPERTEL BK,CAPE TOWN,Active,1,0,0,0,0,0,0,0,R387.90
1-13GSLXE,SUMMIT ON SITE (PTY) LTD,WATERKLOOF,Active,1,0,2,0,0,0,0,0,R548.80
1-13HS4JV,LUROSE CC - WIMPY LIBERTY MALL,DURBAN,Active,1,0,2,0,0,0,0,0,R200.00
1-13I8VXB,BRIMA CAFE,DAVEYTON,Active,1,0,2,0,0,0,0,0,R0.00
1-13IEHO0,MEGRA TRANSPORT CC,COSMO CITY,Active,1,0,1,0,0,0,0,0,R203.73
1-13ITBRI,STATE BANK OF INDIA -SOUTH AFRICA OPERATIONS,JHB,Active,1,2,11,0,0,0,0,0,R12 842.01
1-13J245O,ROGERS AVIATION MOZAMBIQUE,MAPUTO,Active,1,0,9,0,0,0,0,0,R2 249.00
1-13J5ZL0,DIMENSION DATA (PTY) LTD - MUTUAL AND FEDERAL,JOHANNESBURG,Active,1,0,280,6,35172.48,0,0,0,R299 831.77
1-13JF5ZE,BLUE COAT SYSTEMS SOUTH AFRICA (PTY) LTD,RANDVIEW,Active,1,0,0,0,0,0,0,0,R62 998.70
1-13JR1RG,HOMECHOICE (PTY) LTD,CAPE TOWN,Active,1,4,311,22,29620,0,0,-32352,R1 067 553.21
1-13LBG6Y,KING HINTSA FET COLLEGE,HEAD OFFICE,Active,1,0,6,0,0,0,0,0,R6 014.65
1-13LWLP6,KONG AND ROAST RESTAURANT,FOURWAYS,Active,1,0,2,0,0,0,0,0,R0.00
1-13M2P9B,M & T DEVELOPMENT - VOIS,CENTURION,Active,1,0,0,0,0,0,0,0,R9 421.76
1-13NDFBG,HIGHER GROUND BEANS (PTY) LTD,BENMORE,Active,1,0,0,2,0,0,0,0,-R250.00
1-13NEHMT,KALEIDOCODE (PTY) LTD,DURBAN,Active,1,0,2,0,0,0,0,0,R1 438.08
1-13OL7DB,DIMENSION DATA (PTY) LTD - INDWE,JOHANNESBURG,Active,1,38,533,25,287646,18739.36,0,-73575.48,R470 263.20
1-13OM8HX,MGSLG,JOHANNESBURG,Active,1,2,62,0,156000,0,0,0,R52 224.18
1-13OQAJ6,ITHEMBA PRESCHOOL,CAPRICORN,Active,1,0,1,0,0,0,0,0,R380.80
1-13P2GQE,IGATU TRADING T/A MEDIBANQ,CAPE TOWN,Active,1,1,2,2,0,0,0,0,R533.33
1-13PH8U7,BLUE LABEL DATA SOLUTIONS (PTY) LTD,SANDTON,Active,1,0,15,6,269250,0,0,0,R37 104.80
1-13PJXI8,VIVA GYM SA (PTY) LTD,CAPE TOWN,Active,1,1,22,5,0,0,0,-74161.56,R26 304.94
1-13PTFC2,AON ZAMBIA,ZAMBIA,Active,1,0,9,0,0,0,0,0,R131 502.18
1-13Q53Q3,CONTRAC ONLINE CONSTRUCTION SOLUTIONS (PTY) LTD,DOORINGKLOOF,Active,1,0,7,2,102600,0,0,0,R5 401.63
1-13QD2PZ,SOUTH AFRICAN LOCAL GOVERNMENT- BARGAINING COUNCIL,DURBAN,Active,1,0,0,3,0,0,0,-18756,R1 510.90
1-13QV7MS,INFINITY MEDIA AND NETWORKS PTY LTD,JOHANNESBURG,Active,1,0,14,0,0,0,0,0,R80 589.36
1-13RP30Y,THE GEMMILL GAS COMPANY (PTY) LTD T/A NEW SOUTH MAIN CONVENIENCE CENTRE,SPRINGS,Active,1,0,2,0,0,0,0,0,R0.00
1-13RR5K9,FOURNOS BAKERY- LITTLEFALLS,LITTLEFALLS,Active,1,0,2,0,0,0,0,0,R250.00
1-13S3DV1,SAVANNAH BELEGGINGS T/A NETCAFE UNITAS,CENTURION,Active,1,0,2,0,0,0,0,0,R250.00
1-13S63SQ,SILICA SOFTWARE SOLUTIONS PTY LTD,GRAYSTON,Active,1,4,363,71,1062816.25,517119.4,0,0,R572 565.53
1-13S6NTK,FOURNOS BAKER- BENMORE,BENMORE,Active,1,0,2,0,0,0,0,0,R0.00
1-13SC4CW,MAGALEGO ATTORNEY,RANDBURG,Active,1,0,0,0,0,0,0,0,R1 544.73
1-13SHFG5,DISMED PHARMACEUTICALS (PTY) LTD,MIDRAND,Active,1,0,0,0,0,0,0,0,-R3 576.35
1-13T8FYM,PRDW AFRICA (PTY) LTD,CAPE TOWN,Active,1,0,14,0,0,0,0,0,R23 439.60
1-13TEBO8,AMBER BAY INVESTMENTS 71 (PTY) LTD T/A MOULDINGS & FRAMES INTERNATIONAL,DURBAN,Active,1,0,12,2,0,0,0,0,R3 105.57
1-13UBUGG,NEW PARK CHICKENS CC T/A NANDO'S CAPE ROAD,PORT ELIZABETH,Active,1,0,2,0,0,0,0,0,R250.00
1-13UH2Y4,JO'ANNA MELT BAR,JOHANNESBURG,Active,1,0,2,0,0,0,0,0,R0.00
1-13UHV2N,HARAMBEE YOUTH EMPLOYMENT ACCELERATOR,JOHANNESBURG,Active,1,0,1,0,0,0,0,0,R47 837.17
1-13UJ0KT,GRAND CENTRAL CAFE RESTAURANT & BAR,MELROSE ARCH,Active,1,0,0,2,0,0,0,0,R41.67
1-13UJ0MU,KAKONO TECHNOLOGIES,JOHANNESBURG,Active,2,1,5,6,5272,0,0,0,R1 284.31
1-13UOKMM,GALAXY JEWELLERS (PTY) LTD,CAPE TOWN,Active,1,0,5,0,0,0,0,0,R3 760.21
1-13USUQY,NORDIC SAGA INVESTMENTS 129CC T/A TELEFORGE,BRYANSTON,Active,1,0,3,0,0,0,0,0,R0.00
1-13UUU4Y,TULLETT PREBON GROUP LIMITED,SANDTON,Active,1,0,2,4,0,3960,0,0,R2 177.98
1-13VP2BA,UMSO CONSTRUCTION,EAST LONDON,Active,1,3,3,4,62634,0,0,-62634,R16 528.42
1-13VPV2W,BRAVOPIX 236 T/A NINO COFFEE SHOP WESTWOOD MALL,DURBAN,Active,1,0,2,0,0,0,0,0,R0.00
1-13WI8AK,TRADE LINK RETAIL SYSTEMS (PTY) LTD,CAPE TOWN,Active,1,0,5,11,0,0,0,-64782,R13 739.17
1-13X1FCB,I-NOVA SYSTEMS,KIMBERLEY,Active,1,4,5,0,0,0,0,0,R0.00
1-13X3LMQ,ZELI FOOD CC - WIMPY MEADOWDALE MALL,EDENVALE,Active,1,0,2,0,0,0,0,0,R200.00
1-13X4536,STEAK AND GOLF (PTY) LTD - KAROO CATTLE AND LAND,PRETORIA,Active,1,0,2,0,0,0,0,0,R0.00
1-13XG6CE,CHAR-TRADE 171 CC T/A CIAO BABY CUCINA,FOURWAYS,Active,1,0,2,0,0,0,0,0,R375.00
1-13XJ96Q,J DOS SANTOS T/A WIMPY KEMPTON GATE,KEMPTON PARK,Active,1,0,0,2,0,0,0,0,R200.00
1-13XJIO0,WK TRADING ENTERPRISES - ENGEN LYTTELTON MOTORS,CENTURION,Active,1,0,2,0,0,0,0,0,R250.00
1-13XKXVQ,PEOPLE SOLVED,CAPE TOWN,Active,1,0,119,20,3300,33550,0,0,R53 076.26
1-13Y48RU,QUALITY COUNCIL FOR TRADE AND OCCUPATION,PRETORIA,Active,1,1,115,3,529418.4,0,0,0,R124 403.42
1-13YP7I4,DIMENSION DATA BRYTE INSURANCE,JOHANNESBURG,Active,1,30,714,96,4121245.88,778582,0,-322047.6,R936 901.00
1-13ZGHN0,SW AFRICA,JOHANNESBURG,Active,1,0,4,0,0,0,0,0,R2 559.21
1-13ZK8N9,HL HALL & SONS INVESTMENTS (PTY) LTD,BRYANSTON,Active,1,0,14,0,0,0,0,0,R6 932.84
1-13ZLGP6,DIEPSLOOT COMBINED SCHOOL,JOHANNESBURG,Active,1,0,7,3,0,0,0,-116371.2,R0.00
1-1409QSZ,ARROWHEAD PROPERTIES LIMITED,MELROSE,Active,1,0,1,0,0,0,0,0,R1 355.00
1-1416QZS,BIDVEST WITS,WITS,Active,1,2,20,0,0,0,0,0,R0.00
1-142XQPU,MILLENIUM MEATS (PTY) LTD,NORTHCLIFF,Active,1,0,11,0,0,0,0,0,R3 980.78
1-142XSEA,REA VAYA ITS,JOHANNESBURG,Active,1,0,93,22,5214509.16,0,10800,0,R60 372.50
1-1434HF0,VAN DE VENTER MOJAPELO,RANDBURG,Active,1,0,21,0,0,0,0,0,R7 435.18
1-143HQ6A,TABOO DATA CENTRE SERVICES,LITTLE FALLS,Active,1,1,8,3,0,0,0,0,R1 869.65
1-143HSDG,ROCHE DIAGNOSTICS - A DIVISION OF ROCHE PRODUCTS (PTY) LTD,RANDBURG,Active,2,2,85,8,1500,0,0,0,R172 872.60
1-144A882,THE GEMMILL GAS COMANY (PTY) LTD -  WIMPY SPRINGS,SPRINGS,Active,1,0,2,0,0,0,0,0,R66.67
1-144UQW2,TWISTED TOAST DIGITAL (PTY) LTD,WOODMEAD,Active,1,0,24,2,0,0,0,-36732,R16 405.36
1-14567YN,BP EDENVALE NORTH,EDENVALE,Active,1,0,2,0,0,0,0,0,R0.00
1-1458EEG,URBAN HOTEL KATHU,KATHU,Active,1,0,2,0,0,0,0,0,R4 000.00
1-1458EMJ,STEAK BOYS (PTY) LTD- KAROO CATTLE AND LAND - CARLSWALD,CARLSWALD,Active,1,0,0,2,0,0,0,0,R312.50
1-145H13Z,VOLUGRAPH (PTY) LTD,FAIRLAND,Active,1,0,1,0,0,0,0,0,R131.82
1-146KUWE,PIVOTAL DATA (PTY) LTD,HEAD OFFICE - JHB,Active,1,1,4,0,0,0,0,0,R31 380.67
1-147AO3U,EMPOWERLOGIC (PTY) LTD,JOHANNESBURG,Active,1,0,3,0,0,0,0,0,R2 861.97
1-147CY7M,WORLDSTREAM (PTY) LTD T/A ECONET WIRELESS SOUTH AFRICA,HEAD OFFICE,Active,1,0,25,0,0,0,0,0,R15 920.29
1-148WVQK,SPARTAN TECHNOLOGY RENTALS (PTY) LTD,JOHANNESBURG,Active,1,1,29,9,0,0,0,-309309.24,R14 600.38
1-1495QB8,THE H&C PROPERTY TRUST,DURBAN,Active,1,0,3,0,0,0,0,0,R1 560.00
1-149RYZ9,CDNETWORKS CO LDT,REPUBLIC OF KOREA,Active,1,0,11,4,48082367.48,0,0,0,R19 733.44
1-14B4MB4,CONFIDO CONSULTING SERVICES,PTA,Active,1,0,1,0,0,0,0,0,R84.00
1-14BD3Y6,KWA-ZULU NATAL CHILDREN'S TRUST,DURBAN,Active,1,0,4,0,0,0,0,0,R384.16
1-14C0GR6,BOASTON SOCIETY - BSTN SCTY SPACE,CAPETOWN,Active,1,0,2,0,0,0,0,0,R0.00
1-14CJCG0,PHILMA HALFWAY STOP T/A WIMPY RUSTENBURG,RUSTENBURG,Active,1,0,2,0,0,0,0,0,R66.67
1-14CJWYA,LINERSUITE (PTY) LTD,DURBAN,Active,1,0,6,2,0,29776,0,0,R17 474.02
1-14EGH40,B MAARTENS T/S SILVER HAWK SPUR,VEREENINGING,Active,1,0,0,2,0,0,0,0,R125.00
1-14EJ5UE,DIMENSION DATA ITO - FAMOUS BRANDS,JOHANNESBURG,Active,1,1,5,3,1809624,0,0,0,R139 444.00
1-14EN20U,P.A LINK FOOD CC T/A WIESENHOF TERRACE,LINKSFIELD,Active,1,0,2,0,0,0,0,0,R250.00
1-14EOWWO,VOVO TELO T/A KELASH CATERING (PTY) LTD,UMHLANGA ROCKS,Active,1,0,2,0,0,0,0,0,R375.00
1-14F6DLI,ARGILITY (PTY) LTD,MELROSE NORTH,Active,1,1,75,8,0,0,0,0,R75 572.27
1-14FRE1E,IGNAZIO MESSINA & C (PTY) LTD,DURBAN,Active,1,0,5,0,0,0,0,0,R1 649.67
1-14FTW8M,V & A WATERFRONT   NO 2 SILO,CAPE TOWN,Active,1,0,3,0,0,0,0,0,R6 059.00
1-14FWZQ5,DIRECTEL COMMUNICATIONS (PTY) LTD,FOURWAYS,Active,1,8,12,8,0,0,0,-143472,R21 981.59
1-14GTRUK,THE DESMOND AND LEAH TUTU LEGACY FOUNDATION,CAPE TOWN,Active,1,0,15,0,0,0,0,0,R8 112.00
1-14H168K,SEMA INTEGRATED RISK SOLUTIONS (PTY) LTD,CENTURION,Active,1,0,1,0,0,0,0,0,R1 164.80
1-14IAEJE,ABCO SYSTEMS,CAPE TOWN,Active,1,1,7,0,0,0,0,0,R1 104.34
1-14ISOMA,EUPHORIA TELECOM (PTY) LTD,CAPE TOWN,Active,1,1,13,0,0,0,0,0,R524.74
1-14IWGOM,ADCORP SHARED SERVICES CENTRE - A DIV OF ADCORP MANAGEMENT SERVICES (PTY) LTD,BRYANSTON,Active,2,196,2574,472,2047432.25,324011.08,0,-1679084.16,R1 711 484.43
1-14IY8HA,ROYALE ENERGY (PTY)LTD,CENTURION,Active,2,0,3,2,0,0,0,0,R301.84
1-14J9MCI,VTS CONNECT (PTY) LTD,MOSSEL BAY,Active,1,0,120,20,445934,235980,0,0,R52 117.68
1-14KWILY,ONECARD MANAGEMENT SERVICES (PTY) LTD,HEAD OFFICE - WOODMEAD,Active,1,0,6,4,0,11832.8,0,0,R21 902.56
1-14N2NE0,BARAN PROJECTS SOUTH AFRICA (PTY) LTD,SANDTON,Active,1,0,2,0,0,0,0,0,R741.67
1-14Q3RAM,ITO DIMENSION DATA PTY LTD - MASSDISCOUNTERS PTY LTD T/A GAME & DION STORES,DURBAN,Active,2,492,3409,661,402226.05,970938.28,0,-12960,R1 661 453.72
1-14Q4NEG,MIRCO ELLIS IT CONSULTING,PORT ELIZABETH,Active,1,0,8,0,0,0,0,0,R740.88
1-14Q848F,IS IGNITE CLOUD,BRYANSTON,Active,3,110,41,211,750,0,0,0,R83.23
1-14QPYUP,V&A WATERFRONT MARINA RESIDENTIAL HO,CAPE TOWN,Active,1,0,5,0,0,0,0,0,R0.00
1-14QUIJE,INFORMATICA SOFTWARE PTY LTD,FOURWAYS,Active,1,0,7,0,0,0,0,0,R4 869.00
1-14R98J4,VIKING PONY PROPERTIES 83,DURBAN,Active,1,0,0,0,0,0,0,0,R375.00
1-14R9J4I,TELEMEDIA (PTY) LTD,ROSEBANK,Active,1,0,4,0,0,0,0,0,R10 967.90
1-14RD6RO,ITO DIMENSION DATA - BIDVEST FINANCIAL SERVICES,KZN,Active,1,0,6,26,35648.12,9000,0,0,R77 796.53
1-14RQEBL,IS LABS - JOZIHUB,JHB,Active,1,0,11,0,0,0,0,0,R0.00
1-14RUMFS,KEYSTONE MILLING CO.(PTY) LTD,CAPE TOWN,Active,1,0,3,2,0,0,0,0,R5 213.60
1-14S2NIJ,SIM DYNAMIX (PTY) LTD T/A SIM DYNAMICS,CAPE TOWN,Active,1,1,24,0,0,0,0,0,R20 228.87
1-14SUQ02,HCL TECHNOLOGIES SOUTH AFRICA (PROPRIETARY) LIMITED,HEADOFFICE - PRETORIA,Active,1,2,119,6,3143295.1,1408392,0,0,R181 299.24
1-14TX3J5,PROC CORP 160 (PTY) LTD - MALL@REDS,CENTURION,Active,1,0,4,0,0,0,0,0,R0.00
1-14WPGBS,ELIXIR CONCECPTS (PTY) LTD,EDENVALE,Active,1,0,4,0,0,0,0,0,R2 414.39
1-14X10L2,GOVERNMENT PENSIONS ADMINISTRATION AGENCY,PRETORIA,Active,1,0,0,2,0,0,0,-9600,-R400.00
1-14YURZT,THE RST AGENCIES TRUST T/A ROUSANT INTERNATIONAL,CRESTA,Active,1,0,3,0,0,0,0,0,R168.00
1-1500MOA,UBER ZULU,MORNINGSIDE,Active,1,0,2,0,0,0,0,0,R0.00
1-150H51F,TUPPERWARE SA,JOHANNESBURG,Active,1,0,1,0,0,0,0,0,R12 492.09
1-150M0BH,PLP FOODS CC - NETCAFE LINKSFIELD,JOHANNESBURG,Active,1,0,2,0,0,0,0,0,R250.00
1-150M0OT,CAFFE BAKE CC - YIROLL CAFFE BAKE,DURBAN,Active,1,0,2,0,0,0,0,0,R375.00
1-151J0GV,ORYX DEVELOPMENTS PTY LTD  -WIMPY LIFESTYLE CENTRE,HENNOPSPARK,Active,1,0,0,2,0,0,0,0,R66.67
1-151W8YF,SOUTH AFRICAN COUNCIL FOR NATURAL SCIENCTIFIC PROFESSIONS -SACNASP,PRETORIA,Active,1,0,1,0,0,0,0,0,R8.20
1-152SPYT,SANTA LUCIA GRILL & SEAFOOD -JOHN DORYS ST LUCIA,ST LUCIA,Active,1,0,2,0,0,0,0,0,R375.00
1-152U8NG,KIMBERLEY FAST FOOD (PTY) LTD T/A WIMPY KALAHARI MALL,UPINGTON,Active,1,0,2,0,0,0,0,0,R200.00
1-153BOWV,OPTRON (PTY) LTD,CENTURION,Active,1,4,5,0,0,0,0,0,R766.58
1-153SU0K,UN COMMON HOUSE,PRETORIA,Active,1,0,5,2,0,0,0,-185228.28,R47 996.86
1-1543IMY,MINDSKILLS BUSINESS MENTOR AND LIFE COACH,NORTHRIDING,Active,1,0,5,0,0,0,0,0,R54.88
1-154AB1K,MAIL & GUARDIAN MEDIA LTD,ROSEBANK,Active,1,2,4,10,0,0,0,-901312.56,R32 382.86
1-154E3CS,FIRSTNET TECHNOLOGY SERVICES PTY LTD,DURBAN,Active,2,115,111,87,1933889.16,550286,0,-21744,R105 290.42
1-154W5A0,DALE IMPORTERS T/A HUSH PUPPIES CRADLESTONE,JOHANNESBURG,Active,1,0,23,0,0,0,0,0,R3 124.06
1-155XL9I,MANDINKA 90 (PTY) LTD T/A COL'CACCHIO PIZZERIA CAMPS BAY,HEAD OFFICE - CAPE TOWN,Active,1,0,2,0,0,0,0,0,R250.00
1-155YRD4,UMSHWATHI LOCAL MUNICIPALITY,KZN,Active,1,1,13,2,64470,0,0,0,R9 572.56
1-156B4LY,DIS-CHEM PHARMACIES LTD,MIDRAND,Active,1,0,65,13,615249,897143.36,0,0,R487 150.76
1-156ML48,180 KLOOF ROAD (PTY) LTD T/A ELLERMAN HOUSE,CAPE TOWN - BANTRY BAY,Active,1,0,36,4,0,-83205.6,0,0,R32 486.75
1-1584COF,MARNDRE BELEGGINGS - ZENEX JEAN AVENUE,CENTURION,Active,1,0,2,0,0,0,0,0,R400.00
1-158NS89,DSTV MEDIA SALES (PTY) LTD,RANDBURG,Active,1,0,0,0,0,0,0,0,R20 565.58
1-1592UBR,SAM DALE TRADING (PTY) LTD,DURBAN,Active,1,0,42,0,0,0,0,0,R9 794.59
1-15990XG,FOURNOS BAKERY DUNKEL - T/A TP HENTIQ 6180,DUNKEL,Active,1,0,2,0,0,0,0,0,R0.00
1-1599134,ASTG SA (PTY) LTD,NELSPRUIT,Active,1,0,5,0,0,0,0,0,R1 040.00
1-159YCGU,MONARCHY PRODUCTIONS,BRYANSTON,Active,1,0,4,0,0,0,0,0,R9 194.96
1-15A99TE,FERNE DE VILLIERS (PTY) LTD T/A DIKALA HOLDINGS,HEAD OFFICE,Active,1,3,7,0,0,0,0,0,R0.00
