MASTER_ID,STATUS,BILL_ACC_CNT,SERV_ACC_CNT,ACTV_ASSET_CNT,ORDER_CNT,TOT_NEW_SALE,TOT_UPGRADE,TOT_DGRADE,TOT_CHURN_AMT,REVENUE
1-28GLRH,Active,1.00,4.00,13.00,17.00,595800.00,140900.00,0.00,0.00,963218.53
1-28LZ9B,Active,1.00,0.00,0.00,3.00,0.00,0.00,0.00,-16428.00,1369.00
1-29DR6QG,Active,1.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,1549.00
1-29OF0WF,Active,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,2119.04
1-2A4UDR,Active,1.00,0.00,2.00,3.00,0.00,0.00,0.00,-16428.00,0.00
1-2A4UVQ,Active,1.00,1.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00
1-2A9IC92,Active,1.00,0.00,8.00,3.00,0.00,169776.00,0.00,0.00,7620.00
1-2A9XC2M,Active,1.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,3749.00
1-2A9Y6XA,Active,1.00,4.00,129.00,12.00,42500.00,39944.00,0.00,0.00,196866.26
1-2AEDLX,Active,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.40
1-2AGB7Z,Inactive,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1-2AIF23W,Active,2.00,3.00,131.00,27.00,30348.00,-89626.28,-45720.00,0.00,40843.66
1-2AIXIP,Inactive,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1-2AM63U,Active,1.00,6.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00
1-2APBDP,Active,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1-2AUHUZ5,Active,1.00,2.00,13.00,3.00,0.00,47784.60,0.00,0.00,7499.41
1-2AUX5MV,Active,1.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,9070.46
1-2AZZMK,Active,1.00,0.00,7.00,0.00,0.00,0.00,0.00,0.00,180104.64
1-2AZZNZ,Active,1.00,0.00,0.00,2.00,0.00,0.00,0.00,-26935.92,-374.11
1-2B2WY00,Active,1.00,0.00,0.00,8.00,0.00,0.00,0.00,-188400.00,-52502.15
1-2BGTAB2,Active,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,250.00
1-2BJ33T,Active,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1-2BMIJMC,Active,1.00,0.00,18.00,2.00,0.00,3456.00,0.00,0.00,7402.84
1-2BQ2Y8I,Active,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,330.00
1-2BTK53R,Active,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00
1-2BTW64F,Active,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,868.98
1-2BYHBL8,Active,1.00,0.00,2.00,2.00,0.00,350.00,0.00,0.00,50.00
1-2C8P8AE,Active,1.00,0.00,1.00,4.00,39450.00,0.00,0.00,0.00,37554.32
1-2C8ZN15,Active,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,744.00
1-2C9YCLD,Active,1.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,715.00
1-2CDOXNI,Active,1.00,4.00,107.00,15.00,200950.00,1500.00,0.00,-16128.00,317473.86
1-2CM7FOW,Active,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1874.71
1-2DBY2VU,Active,1.00,0.00,1.00,6.00,0.00,0.00,0.00,-50472.00,-199.56
1-2DJCO36,Active,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,345.00
1-2DKCWAG,Active,1.00,0.00,1.00,7.00,0.00,0.00,0.00,-148884.00,2214.35
1-2DTDD7E,Active,1.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,5250.00
1-2DUS1II,Active,1.00,0.00,9.00,3.00,0.00,0.00,0.00,-170268.00,14189.00
1-2DUT03E,Active,1.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,5586.91
1-2DX4XIG,Active,1.00,1.00,55.00,11.00,124356.00,0.00,0.00,0.00,155045.59
1-2E39SWZ,Active,1.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,2499.00
1-2EAFUSE,Active,1.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,1549.00
1-2EK9IJU,Active,1.00,0.00,15.00,0.00,0.00,0.00,0.00,0.00,6008.00
1-2EW7B5,Active,1.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00
1-2FBGQV,Active,1.00,0.00,0.00,3.00,0.00,0.00,0.00,-23628.00,1312.67
1-2FCF6B,Active,1.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00
1-2FCKBV,Active,1.00,0.00,29.00,7.00,0.00,272911.16,0.00,0.00,27889.42
1-2FMGE4P,Active,1.00,0.00,5.00,8.00,0.00,0.00,0.00,-94320.00,1999.00
1-2FOOCJ,Active,1.00,0.00,0.00,2.00,0.00,0.00,0.00,-5245.68,364.28
1-2FR5YJ,Active,16.00,0.00,37.00,4.00,0.00,0.00,0.00,0.00,2500.00
1-2FRDI6,Active,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2082.90
1-2FUIA1,Active,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00
1-2FUJH8,Active,1.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00
1-2G3GUX,Active,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,68240.89
1-2G3GXF,Active,1.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00
1-2G3GZ3,Active,1.00,0.00,4.00,2.00,0.00,0.00,0.00,0.00,0.00
1-2G3H1V,Active,1.00,0.00,4.00,2.00,0.00,0.00,0.00,0.00,0.00
1-2G3H2J,Inactive,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1-2GAZJA,Active,1.00,1.00,17.00,6.00,0.00,0.00,0.00,-267193.44,19297.30
1-2GIWCU,Active,1.00,0.00,13.00,0.00,0.00,0.00,0.00,0.00,0.00
1-2GLVOSJ,Active,1.00,0.00,9.00,2.00,1250.00,0.00,0.00,0.00,9450.33
1-2GNLH5,Active,1.00,0.00,17.00,4.00,0.00,0.00,0.00,0.00,3449.12
1-2GNX4D,Active,1.00,13.00,242.00,55.00,72500.00,3630.00,0.00,-16800.00,206235.29
1-2GP7NN,Active,1.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00
1-2GZXM2,Active,1.00,18.00,139.00,61.00,0.00,3220.00,0.00,-1443027.54,127597.17
1-2GZXPX,Active,1.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00
1-2H1G8H,Active,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
1-2H5O0I,Active,1.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,15363.45
1-2H67ZB,Active,1.00,137.00,1494.00,135.00,7277688.00,4625068.00,0.00,-4531800.00,2751082.04
1-2H6VF5,Active,1.00,5.00,189.00,57.00,17968.00,-10477.96,0.00,0.00,103241.64
1-2HAWH3,Active,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00
1-2HFDEY,Active,1.00,25.00,424.00,61.00,2029063.88,26169.00,-53000.00,-973533.36,681369.59
1-2HGIGP,Active,1.00,0.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00
1-2HL0F1,Active,1.00,0.00,4.00,2.00,0.00,0.00,0.00,0.00,0.00
1-2HL33P,Active,1.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00
1-2HL3VI,Active,1.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00
1-2HNVXF,Active,1.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00
1-2HW87Z,Active,1.00,0.00,6.00,4.00,48504.00,0.00,0.00,0.00,75.00
1-2I52B6,Active,1.00,1.00,16.00,10.00,37848.20,7920.00,0.00,-121380.00,4756.60
1-2IDYXV,Active,1.00,1.00,5.00,0.00,0.00,0.00,0.00,0.00,168.00
1-2IEL1F,Active,2.00,42.00,507.00,57.00,34034209.56,17796.00,0.00,-1163803.32,563239.68
1-2IVB4Z,Active,1.00,2.00,0.00,2.00,0.00,0.00,0.00,-69804.00,-1955.52
1-2IX5OT,Active,1.00,0.00,0.00,2.00,0.00,0.00,0.00,-3541.44,-1353.33
1-2J2A9P,Active,1.00,0.00,98.00,0.00,0.00,9450.00,0.00,-67710.00,77401.55
1-2J2AAL,Active,1.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00
1-2JJOSN,Active,1.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,1051.87
1-2JK1LO,Active,1.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00
1-2JOT5D,Active,1.00,1.00,28.00,0.00,0.00,0.00,0.00,0.00,27597.81
1-2JPG5A,Active,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,171.37
1-2JW5ZR,Inactive,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1-2JW67H,Active,1.00,0.00,13.00,0.00,0.00,0.00,0.00,0.00,0.00
1-2JXC4Q,Active,1.00,208.00,311.00,127.00,0.00,0.00,0.00,-1168025.64,105579.29
1-2K4TIZ,Active,1.00,2.00,54.00,0.00,0.00,0.00,0.00,0.00,44245.43
1-2K4ZN8,Active,1.00,11.00,21.00,28.00,115900.00,0.00,0.00,-474986.40,23825.99
1-2KCS82,Active,1.00,4.00,62.00,5.00,0.00,0.00,0.00,-10659.00,47682.24
1-2KGFN6,Active,1.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,984.59
1-2KJLDD,Active,1.00,14.00,18.00,0.00,0.00,0.00,0.00,0.00,0.00
1-2KK2WQ,Active,1.00,8.00,16.00,2.00,0.00,0.00,0.00,0.00,6379.88
1-2KL8S6,Active,1.00,0.00,5.00,2.00,0.00,0.00,0.00,0.00,2614.72
1-2KWOPY,Active,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00
1-2KXEVM,Active,1.00,0.00,18.00,3.00,0.00,31038.96,0.00,0.00,12792.82
1-2KZ4XI,Active,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,2517.75
1-2L03ZM,Active,1.00,1.00,3.00,2.00,0.00,0.00,0.00,0.00,0.00
1-2L04GK,Active,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,2697.66
1-2L04OW,Active,1.00,0.00,8.00,2.00,0.00,0.00,0.00,0.00,13934.37
1-2L0BSI,Active,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1-2LAKZE,Active,1.00,3.00,3.00,28.00,0.00,0.00,0.00,-547736.40,-491.57
1-2LASLU,Active,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
1-2LF816,Active,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2247.00
1-2LI71MO,Active,1.00,0.00,7.00,0.00,0.00,0.00,0.00,0.00,9145.00
1-2LK8R9,Active,1.00,4.00,36.00,3.00,0.00,0.00,0.00,0.00,11876.18
1-2LKA56,Inactive,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1-2LMOFJ,Active,1.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,569.00
1-2LN56L,Active,1.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,2700.00
1-2LRN04,Active,1.00,1.00,11.00,4.00,0.00,0.00,0.00,0.00,7114.00
1-2M0HFK,Inactive,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1-2M72FB,Active,1.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,62.51
1-2M7VNV,Active,1.00,0.00,7.00,2.00,0.00,0.00,0.00,-1680.00,787.38
1-2MH3C74,Active,1.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,1549.00
1-2MLITLG,Active,1.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,102.52
1-2NGCDG,Inactive,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1-2NI4MR3,Active,1.00,1.00,14.00,0.00,0.00,0.00,0.00,0.00,25658.00
1-2PXR0YG,Active,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,183.22
1-2QWLYU4,Active,1.00,70.00,548.00,2.00,872410.00,-4950.00,-150046.40,0.00,174631.00
1-2QYGCC,Active,1.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,1969.00
1-2R1DYUW,Active,1.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,10745.00
1-2RQEAG8,Active,1.00,0.00,15.00,0.00,0.00,0.00,0.00,0.00,32433.11
1-2RQGHU6,Active,1.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,7364.00
1-2RX9TUY,Active,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,194.00
1-2SVQ9S0,Active,1.00,0.00,2.00,2.00,0.00,0.00,0.00,-3000.00,212.50
1-2SVQ9YA,Active,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1-2SY362P,Active,1.00,0.00,19.00,2.00,125656.00,0.00,0.00,0.00,4796.80
1-2TH67Q,Active,1.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00
1-2TZIZB,Active,1.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,10916.67
1-2WBMP3,Active,1.00,2.00,101.00,14.00,0.00,0.00,-1125256.80,-75960.00,172867.31
1-2WPI6C,Active,1.00,1.00,32.00,9.00,122018.00,-18631.20,0.00,-114101.76,60263.54
1-2WZ929,Active,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1178.43
1-2X3VSHU,Active,1.00,0.00,2.00,2.00,0.00,0.00,0.00,-3000.00,462.50
1-2XAYZLK,Active,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1140.00
1-2XEP47A,Active,1.00,1.00,2.00,38.00,0.00,0.00,0.00,-1503734.40,74267.89
1-2Y52PIS,Active,1.00,0.00,88.00,2.00,372147.33,0.00,0.00,0.00,96437.94
1-2Y5OCAU,Active,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,200.00
1-2Y71DPW,Active,1.00,0.00,9.00,0.00,0.00,0.00,0.00,0.00,7222.69
1-2YUJBFI,Active,1.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,1249.00
1-2Z4B445,Active,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,545.00
1-2ZQXZK8,Active,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00
1-2ZWDIG8,Active,1.00,1.00,4.00,0.00,0.00,0.00,0.00,0.00,1549.00
1-31SLDEO,Active,1.00,0.00,0.00,3.00,0.00,0.00,0.00,-18588.00,516.33
1-32L8D4S,Active,1.00,0.00,13.00,12.00,128890.00,24006.00,0.00,0.00,11588.00
1-336RI85,Active,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.98
1-3438V,Active,1.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00
1-35PD0,Active,1.00,2.00,19.00,2.00,0.00,0.00,0.00,0.00,19318.36
1-373434,Active,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,1079.09
1-37S8X6,Active,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00
1-37T3P0,Active,1.00,0.00,25.00,5.00,0.00,0.00,0.00,-29857.68,15720.29
1-37WNG6,Active,1.00,0.00,0.00,5.00,0.00,0.00,0.00,-26760.00,2790.00
1-387P2O,Active,1.00,0.00,5.00,3.00,2257.92,0.00,0.00,0.00,3366.35
1-38GP5JI,Active,1.00,0.00,5.00,2.00,0.00,18000.00,0.00,0.00,8904.20
1-38MRDY,Active,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.77
1-38TRK1R,Active,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00
1-38ZHYLG,Active,1.00,0.00,6.00,2.00,0.00,0.00,0.00,0.00,37196.48
1-38ZU5TX,Active,1.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,18135.00
1-3909OOU,Active,1.00,0.00,7.00,6.00,0.00,46166.00,0.00,0.00,8699.25
1-39KYGLQ,Active,1.00,18.00,34.00,15.00,0.00,0.00,0.00,-11352.00,17465.42
1-39L4S36,Active,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,170.00
1-39L7RLD,Active,1.00,1.00,17.00,0.00,0.00,0.00,0.00,0.00,23508.33
1-39QA9FM,Active,1.00,0.00,62.00,19.00,291900.00,34484.00,0.00,0.00,22988.59
1-3ANJX0V,Active,1.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,1176.45
1-3B437K,Active,1.00,0.00,180.00,9.00,0.00,0.00,0.00,-47256.00,2174.12
1-3CHTV3,Active,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,117.67
1-3D0LDI,Active,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
1-3D1WG7W,Active,1.00,0.00,9.00,0.00,0.00,0.00,0.00,0.00,22230.43
1-3D6O66,Active,1.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,3169.00
1-3EBHS4W,Active,1.00,0.00,58.00,8.00,231141.04,0.00,0.00,-145320.00,48477.87
1-3ECL0WX,Active,1.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,12471.00
1-3H4LAQ8,Active,1.00,0.00,1.00,0.00,39434.00,0.00,0.00,0.00,2206.70
1-3HBD5M9,Active,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00
1-3HMF482,Active,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,424.00
1-3I00MY4,Active,1.00,0.00,79.00,11.00,191011.72,0.00,0.00,0.00,82893.53
1-3I074FC,Active,1.00,0.00,16.00,0.00,0.00,0.00,0.00,0.00,2981.19
1-3I0KFKW,Active,1.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,1798.69
1-3I78IKL,Active,1.00,2.00,8.00,6.00,0.00,0.00,0.00,-97440.00,7111.44
1-3IAK7VA,Active,1.00,0.00,8.00,4.00,136822.00,0.00,0.00,0.00,6687.95
1-3IBP7H8,Active,1.00,8.00,281.00,19.00,836600.00,67711.24,0.00,0.00,127111.35
1-3IBRE9C,Active,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,75.00
1-3ISOO8E,Active,2.00,43.00,276.00,143.00,1354790.00,16266.00,0.00,0.00,124665.83
1-3IUDHB2,Active,1.00,0.00,110.00,8.00,5494.00,21298.00,-3636.00,0.00,146784.74
1-3IUFHIJ,Active,1.00,0.00,3.00,2.00,0.00,0.00,0.00,-1881.60,65.05
1-3J7MSC8,Active,1.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00,-66.67
1-3J8F8B2,Active,1.00,0.00,13.00,2.00,1905.56,0.00,0.00,0.00,20759.00
1-3JCSIVB,Active,1.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,3749.00
1-3JIMKHI,Active,1.00,3.00,92.00,22.00,238158.00,170033.52,0.00,0.00,95571.86
1-3JS9Q90,Active,1.00,0.00,0.00,2.00,0.00,32704.00,0.00,0.00,1576.00
1-3JTUOK3,Active,1.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,800.00
1-3JTX6PI,Active,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,250.00
1-3JU2EEM,Active,1.00,2.00,16.00,4.00,0.00,0.00,0.00,0.00,1200.00
1-3KCF4ON,Active,1.00,2.00,11.00,9.00,0.00,0.00,0.00,0.00,-895.21
1-3KDC7R7,Active,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26638.62
1-3KDC7ZM,Active,1.00,0.00,3.00,4.00,0.00,0.00,0.00,0.00,206406.96
1-3KDC83X,Active,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2265.33
1-3KJ01HQ,Active,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1507.00
1-3L642ZS,Active,1.00,0.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00
1-3LD38YM,Active,1.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,8892.00
1-3LHGDBD,Active,1.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,853.50
1-3LNZRVH,Active,1.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,3744.74
1-3LRK29C,Active,1.00,0.00,26.00,0.00,0.00,0.00,0.00,0.00,0.00
1-3LSOWGQ,Active,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1-3MH4ZJ4,Active,1.00,0.00,7.00,0.00,1693808.00,0.00,0.00,0.00,15616.53
1-3MHBPI8,Active,1.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,62.50
1-3MHHD5W,Active,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00
1-3MI2JV,Active,1.00,0.00,87.00,9.00,117452.00,30000.00,0.00,0.00,50292.26
1-3MPQR2L,Active,1.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,1542.99
1-3N3XAUO,Active,1.00,5.00,35.00,7.00,11200.00,0.00,0.00,-293652.00,73774.20
1-3NKIFKK,Active,2.00,13.00,169.00,9.00,72.00,0.00,0.00,0.00,110562.94
1-3NKVR78,Active,1.00,0.00,5.00,3.00,0.00,13620.00,0.00,0.00,2352.66
1-3NUBH4H,Active,1.00,0.00,29.00,0.00,0.00,0.00,0.00,0.00,11527.80
1-3O9UIIW,Active,1.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,3749.00
1-3OA35PD,Active,1.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,13028.00
1-3OBX02I,Active,1.00,0.00,4.00,3.00,0.00,0.00,0.00,-18515.88,1285.83
1-3OHHBS4,Active,1.00,3.00,6.00,0.00,0.00,0.00,0.00,0.00,200.00
1-3OSOC3D,Active,1.00,8.00,291.00,29.00,155884.00,1000.00,-816.00,-94440.00,151445.33
1-3OTCXRK,Active,1.00,1.00,8.00,0.00,0.00,0.00,0.00,0.00,15556.00
1-3OXIOIU,Active,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,375.00
1-3OY4VK5,Active,1.00,0.00,6.00,8.00,0.00,158263.92,0.00,0.00,27346.66
1-3OYE49Q,Active,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,280.02
1-3P7TWQV,Active,1.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,281.87
1-3PCKQ6C,Active,1.00,0.00,9.00,0.00,0.00,0.00,0.00,0.00,12351.00
1-3PKN4JB,Active,1.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,1363.57
1-3QTPD9Z,Active,1.00,0.00,2.00,0.00,515504.80,0.00,0.00,0.00,252749.00
1-3RSQJY5,Active,1.00,2.00,11.00,0.00,0.00,0.00,0.00,0.00,18127.28
1-3RV2FAG,Active,1.00,0.00,22.00,13.00,0.00,105340.00,0.00,0.00,41659.08
1-3SIH4B5,Active,2.00,0.00,41.00,19.00,3360.00,0.00,0.00,0.00,-6161.76
1-3SPU699,Active,1.00,0.00,12.00,26.00,630316.96,0.00,0.00,0.00,48480.00
1-3SSD51G,Active,1.00,0.00,44.00,0.00,0.00,0.00,0.00,0.00,14985.84
1-3SUV2FK,Active,1.00,0.00,19.00,0.00,0.00,0.00,0.00,0.00,6981.00
1-3SVGUE2,Active,1.00,0.00,6.00,3.00,134904.00,0.00,0.00,0.00,11117.00
1-3T1E51Q,Active,1.00,0.00,41.00,24.00,20410.00,0.00,0.00,0.00,35448.13
1-3TBNR2,Active,1.00,0.00,3.00,0.00,32294.00,0.00,0.00,0.00,1500.00
1-3TK8B1M,Active,1.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00
1-3TKD9PK,Active,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00
1-3TKIK5Y,Active,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,200.00
1-3TMNYP8,Active,1.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,360.00
1-3TQ0BY2,Active,1.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,13028.00
1-3U72UNG,Active,2.00,0.00,72.00,20.00,193182.00,206378.00,0.00,0.00,23557.48
1-3U7YHYM,Active,1.00,0.00,0.00,8.00,0.00,0.00,0.00,-282117.36,-7332.85
1-3UET9F4,Active,1.00,0.00,1.00,3.00,0.00,0.00,0.00,-14988.00,0.00
1-3UIGC0A,Active,1.00,0.00,16.00,8.00,11555093.84,0.00,0.00,0.00,10329.40
1-3UIHK5Q,Active,1.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,26.45
1-3UXWIV2,Active,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,684.80
1-3UY5PYN,Active,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00
1-3UYZRXE,Active,1.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,421.67
1-3V253PC,Active,1.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,280.00
1-3V64Y9G,Active,1.00,0.00,6.00,0.00,290360.00,0.00,0.00,0.00,14825.00
1-3V8JMOM,Active,1.00,0.00,2.00,2.00,150.00,0.00,0.00,0.00,625.00
1-3VFDTOM,Active,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,545.00
1-3VGIJH0,Active,1.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,280.33
1-3VKU6C,Active,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,143.36
1-3VP9MS,Active,1.00,1.00,18.00,10.00,0.00,0.00,0.00,-123027.72,5120.78
1-3VPNZ6,Active,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
1-3VRW76,Active,1.00,0.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00
1-3VUOH91,Active,1.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,1027.73
1-3W5A9U2,Active,1.00,1.00,65.00,13.00,385344.28,-37800.00,0.00,-94551.60,42651.31
1-3W93CFA,Active,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00
1-3WE19FH,Active,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,3080.00
1-3WG0EK3,Active,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,238.83
1-3WGYJ64,Active,1.00,0.00,0.00,4.00,0.00,72500.00,0.00,0.00,0.00
1-3WKA8MK,Active,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,187129.18
1-3WKOL9A,Active,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,360.00
1-3WYD9BM,Active,1.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,47.37
1-3X6EX96,Active,1.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,16220.00
1-3XN32ND,Active,1.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,2449.00
1-3XO413G,Active,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,200.00
1-3XOMG1F,Active,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,518.77
1-3Y4ZPOE,Active,1.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,-731.00
1-3Y88P59,Active,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21094.06
1-3Y8G1CU,Active,1.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00
1-3Y8UVL2,Active,1.00,0.00,2.00,2.00,0.00,0.00,0.00,0.00,4001.33
1-3YDNFQP,Active,1.00,0.00,7.00,0.00,0.00,0.00,0.00,0.00,61049.24
1-3YHYZ64,Active,1.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,15331.04
