MASTER_ID,STATUS,BILL_ACC_CNT,SERV_ACC_CNT,ACTV_ASSET_CNT,ORDER_CNT,TOT_NEW_SALE,TOT_UPGRADE,TOT_DGRADE,TOT_CHURN_AMT,REVENUE
1-10HY3QK,Active,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1-10K64YM,Active,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,3002.54
1-10P0N2R,Inactive,1.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,202.33
1-115HN3K,Active,1.00,0.00,13.00,3.00,1991522.00,0.00,0.00,0.00,80050.79
1-116HJDD,Active,1.00,0.00,1323.00,158.00,5671660.00,0.00,0.00,-2138880.00,1968322.41
1-118K8E0,Active,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,3080.00
1-11FTJBH,Active,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,70.00
1-11KGN2R,Active,1.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,8045.39
1-11SISEC,Active,1.00,0.00,9.00,6.00,0.00,0.00,0.00,0.00,12040.32
1-127ZQ2E,Active,1.00,0.00,8.00,3.00,40320.00,0.00,0.00,0.00,6161.91
1-12ECVWV,Active,1.00,0.00,9.00,0.00,0.00,0.00,0.00,0.00,4469.00
1-12F7UN0,Active,1.00,1.00,3.00,0.00,0.00,0.00,0.00,0.00,80041.82
1-12FVE9Q,Active,1.00,1.00,3.00,0.00,0.00,0.00,0.00,0.00,435.00
1-12FZTMW,Active,2.00,3.00,77.00,2.00,520182.00,0.00,0.00,0.00,134099.00
1-12G3VVI,Active,1.00,22.00,213.00,26.00,602765.18,0.00,0.00,0.00,95413.13
1-12JDXBS,Active,1.00,9.00,205.00,47.00,290474.32,164988.00,0.00,0.00,138645.17
1-12K2N44,Active,1.00,31.00,370.00,68.00,0.00,0.00,0.00,0.00,51063.21
1-12K49F6,Active,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
1-12K49QX,Active,1.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,383.80
1-12K8DX3,Active,1.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00
1-12L8KOS,Active,1.00,0.00,0.00,2.00,0.00,0.00,0.00,-40800.00,-1133.33
1-12L9B4W,Active,1.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00
1-12LMAT2,Active,1.00,1.00,1.00,0.00,104790.00,0.00,0.00,0.00,4363.00
1-12LRMK4,Active,1.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,10490.86
1-12MZCN1,Active,1.00,0.00,38.00,5.00,0.00,0.00,0.00,0.00,21523.08
1-12N1OUI,Active,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00
1-12ONMYQ,Active,1.00,0.00,32.00,0.00,0.00,0.00,0.00,0.00,1371.04
1-12QK4DQ,Active,1.00,0.00,3.00,3.00,0.00,0.00,0.00,0.00,3175.20
1-12UERVW,Active,1.00,139.00,1852.00,152.00,1088132.00,119808.00,0.00,0.00,1328978.25
1-12UFLPS,Active,1.00,0.00,6.00,2.00,0.00,0.00,0.00,0.00,5284.51
1-12UKPDJ,Active,1.00,0.00,2.00,2.00,0.00,0.00,0.00,0.00,400.00
1-12WIE0A,Active,1.00,0.00,12.00,0.00,0.00,0.00,0.00,0.00,30282.92
1-12XVXFM,Active,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,66.67
1-12Y6ARB,Active,1.00,0.00,7.00,10.00,0.00,0.00,0.00,-402525.24,-12437.54
1-130TYTK,Active,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,356.72
1-130TYWU,Active,1.00,1.00,6.00,0.00,0.00,0.00,0.00,0.00,4021.03
1-131FU30,Active,1.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,8396.58
1-131PDAY,Active,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,250.00
1-132TW8M,Active,1.00,0.00,7.00,0.00,0.00,0.00,0.00,0.00,1969.00
1-132ZZAF,Active,1.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,1969.00
1-1333AAN,Active,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,54.88
1-134G080,Active,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00
1-136MAG6,Active,1.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,768.32
1-136N281,Active,1.00,1.00,37.00,0.00,280500.00,0.00,0.00,0.00,11220.28
1-136ZC78,Active,1.00,0.00,4.00,3.00,0.00,0.00,0.00,0.00,4247.17
1-137QT9M,Active,1.00,2.00,53.00,14.00,0.00,32721.80,0.00,-96228.00,129648.46
1-137QY1F,Active,1.00,1.00,4.00,0.00,0.00,0.00,0.00,0.00,6059.96
1-137TZEO,Active,1.00,4.00,0.00,3.00,0.00,0.00,0.00,-67788.72,357.12
1-137UARD,Active,1.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,299068.89
1-138597Y,Active,1.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,15158.86
1-1387YC2,Active,4.00,10.00,360.00,52.00,718444.04,5984.00,0.00,-30083.40,206701.20
1-1388I3Y,Active,1.00,0.00,15.00,0.00,0.00,0.00,0.00,0.00,61282.02
1-138FPOJ,Active,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,83.89
1-138RE10,Active,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,75.00
1-13A9IOC,Active,1.00,6.00,36.00,19.00,0.00,0.00,0.00,-317171.16,38577.97
1-13AUDI2,Active,1.00,10.00,134.00,3.00,401786.00,0.00,0.00,0.00,16746.33
1-13B22VG,Active,1.00,0.00,12.00,2.00,0.00,0.00,0.00,0.00,6766.18
1-13BOE22,Active,1.00,0.00,9.00,0.00,0.00,0.00,0.00,0.00,2449.00
1-13BRU2K,Active,1.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,3749.00
1-13CJU95,Active,1.00,1.00,11.00,0.00,0.00,0.00,0.00,0.00,9859.07
1-13CN36N,Active,1.00,0.00,21.00,2.00,0.00,0.00,0.00,0.00,12907.21
1-13DRVCU,Active,1.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00
1-13EJAR9,Active,1.00,3.00,126.00,2.00,0.00,0.00,0.00,0.00,49165.61
1-13EXX54,Active,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,9074.67
1-13F1WMD,Active,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,200.00
1-13F1WRA,Active,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00
1-13F1X35,Active,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,250.00
1-13FIP5K,Active,1.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,2800.04
1-13GR1ZI,Active,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,387.90
1-13GSLXE,Active,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,548.80
1-13HS4JV,Active,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,200.00
1-13I8VXB,Active,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00
1-13IEHO0,Active,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,203.73
1-13ITBRI,Active,1.00,2.00,11.00,0.00,0.00,0.00,0.00,0.00,12842.01
1-13J245O,Active,1.00,0.00,9.00,0.00,0.00,0.00,0.00,0.00,2249.00
1-13J5ZL0,Active,1.00,0.00,280.00,6.00,35172.48,0.00,0.00,0.00,299831.77
1-13JF5ZE,Active,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62998.70
1-13JR1RG,Active,1.00,4.00,311.00,22.00,29620.00,0.00,0.00,-32352.00,1067553.21
1-13LBG6Y,Active,1.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,6014.65
1-13LWLP6,Active,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00
1-13M2P9B,Active,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9421.76
1-13NDFBG,Active,1.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,-250.00
1-13NEHMT,Active,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,1438.08
1-13OL7DB,Active,1.00,38.00,533.00,25.00,287646.00,18739.36,0.00,-73575.48,470263.20
1-13OM8HX,Active,1.00,2.00,62.00,0.00,156000.00,0.00,0.00,0.00,52224.18
1-13OQAJ6,Active,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,380.80
1-13P2GQE,Active,1.00,1.00,2.00,2.00,0.00,0.00,0.00,0.00,533.33
1-13PH8U7,Active,1.00,0.00,15.00,6.00,269250.00,0.00,0.00,0.00,37104.80
1-13PJXI8,Active,1.00,1.00,22.00,5.00,0.00,0.00,0.00,-74161.56,26304.94
1-13PTFC2,Active,1.00,0.00,9.00,0.00,0.00,0.00,0.00,0.00,131502.18
1-13Q53Q3,Active,1.00,0.00,7.00,2.00,102600.00,0.00,0.00,0.00,5401.63
1-13QD2PZ,Active,1.00,0.00,0.00,3.00,0.00,0.00,0.00,-18756.00,1510.90
1-13QV7MS,Active,1.00,0.00,14.00,0.00,0.00,0.00,0.00,0.00,80589.36
1-13RP30Y,Active,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00
1-13RR5K9,Active,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,250.00
1-13S3DV1,Active,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,250.00
1-13S63SQ,Active,1.00,4.00,363.00,71.00,1062816.25,517119.40,0.00,0.00,572565.53
1-13S6NTK,Active,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00
1-13SC4CW,Active,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1544.73
1-13SHFG5,Active,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3576.35
1-13T8FYM,Active,1.00,0.00,14.00,0.00,0.00,0.00,0.00,0.00,23439.60
1-13TEBO8,Active,1.00,0.00,12.00,2.00,0.00,0.00,0.00,0.00,3105.57
1-13UBUGG,Active,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,250.00
1-13UH2Y4,Active,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00
1-13UHV2N,Active,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,47837.17
1-13UJ0KT,Active,1.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,41.67
1-13UJ0MU,Active,2.00,1.00,5.00,6.00,5272.00,0.00,0.00,0.00,1284.31
1-13UOKMM,Active,1.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,3760.21
1-13USUQY,Active,1.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00
1-13UUU4Y,Active,1.00,0.00,2.00,4.00,0.00,3960.00,0.00,0.00,2177.98
1-13VP2BA,Active,1.00,3.00,3.00,4.00,62634.00,0.00,0.00,-62634.00,16528.42
1-13VPV2W,Active,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00
1-13WI8AK,Active,1.00,0.00,5.00,11.00,0.00,0.00,0.00,-64782.00,13739.17
1-13X1FCB,Active,1.00,4.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00
1-13X3LMQ,Active,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,200.00
1-13X4536,Active,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00
1-13XG6CE,Active,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,375.00
1-13XJ96Q,Active,1.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,200.00
1-13XJIO0,Active,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,250.00
1-13XKXVQ,Active,1.00,0.00,119.00,20.00,3300.00,33550.00,0.00,0.00,53076.26
1-13Y48RU,Active,1.00,1.00,115.00,3.00,529418.40,0.00,0.00,0.00,124403.42
1-13YP7I4,Active,1.00,30.00,714.00,96.00,4121245.88,778582.00,0.00,-322047.60,936901.00
1-13ZGHN0,Active,1.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,2559.21
1-13ZK8N9,Active,1.00,0.00,14.00,0.00,0.00,0.00,0.00,0.00,6932.84
1-13ZLGP6,Active,1.00,0.00,7.00,3.00,0.00,0.00,0.00,-116371.20,0.00
1-1409QSZ,Active,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1355.00
1-1416QZS,Active,1.00,2.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00
1-142XQPU,Active,1.00,0.00,11.00,0.00,0.00,0.00,0.00,0.00,3980.78
1-142XSEA,Active,1.00,0.00,93.00,22.00,5214509.16,0.00,10800.00,0.00,60372.50
1-1434HF0,Active,1.00,0.00,21.00,0.00,0.00,0.00,0.00,0.00,7435.18
1-143HQ6A,Active,1.00,1.00,8.00,3.00,0.00,0.00,0.00,0.00,1869.65
1-143HSDG,Active,2.00,2.00,85.00,8.00,1500.00,0.00,0.00,0.00,172872.60
1-144A882,Active,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,66.67
1-144UQW2,Active,1.00,0.00,24.00,2.00,0.00,0.00,0.00,-36732.00,16405.36
1-14567YN,Active,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00
1-1458EEG,Active,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,4000.00
1-1458EMJ,Active,1.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,312.50
1-145H13Z,Active,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,131.82
1-146KUWE,Active,1.00,1.00,4.00,0.00,0.00,0.00,0.00,0.00,31380.67
1-147AO3U,Active,1.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,2861.97
1-147CY7M,Active,1.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,15920.29
1-148WVQK,Active,1.00,1.00,29.00,9.00,0.00,0.00,0.00,-309309.24,14600.38
1-1495QB8,Active,1.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,1560.00
1-149RYZ9,Active,1.00,0.00,11.00,4.00,48082367.48,0.00,0.00,0.00,19733.44
1-14B4MB4,Active,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,84.00
1-14BD3Y6,Active,1.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,384.16
1-14C0GR6,Active,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00
1-14CJCG0,Active,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,66.67
1-14CJWYA,Active,1.00,0.00,6.00,2.00,0.00,29776.00,0.00,0.00,17474.02
1-14EGH40,Active,1.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,125.00
1-14EJ5UE,Active,1.00,1.00,5.00,3.00,1809624.00,0.00,0.00,0.00,139444.00
1-14EN20U,Active,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,250.00
1-14EOWWO,Active,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,375.00
1-14F6DLI,Active,1.00,1.00,75.00,8.00,0.00,0.00,0.00,0.00,75572.27
1-14FRE1E,Active,1.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,1649.67
1-14FTW8M,Active,1.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,6059.00
1-14FWZQ5,Active,1.00,8.00,12.00,8.00,0.00,0.00,0.00,-143472.00,21981.59
1-14GTRUK,Active,1.00,0.00,15.00,0.00,0.00,0.00,0.00,0.00,8112.00
1-14H168K,Active,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1164.80
1-14IAEJE,Active,1.00,1.00,7.00,0.00,0.00,0.00,0.00,0.00,1104.34
1-14ISOMA,Active,1.00,1.00,13.00,0.00,0.00,0.00,0.00,0.00,524.74
1-14IWGOM,Active,2.00,196.00,2574.00,472.00,2047432.25,324011.08,0.00,-1679084.16,1711484.43
1-14IY8HA,Active,2.00,0.00,3.00,2.00,0.00,0.00,0.00,0.00,301.84
1-14J9MCI,Active,1.00,0.00,120.00,20.00,445934.00,235980.00,0.00,0.00,52117.68
1-14KWILY,Active,1.00,0.00,6.00,4.00,0.00,11832.80,0.00,0.00,21902.56
1-14N2NE0,Active,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,741.67
1-14Q3RAM,Active,2.00,492.00,3409.00,661.00,402226.05,970938.28,0.00,-12960.00,1661453.72
1-14Q4NEG,Active,1.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,740.88
1-14Q848F,Active,3.00,110.00,41.00,211.00,750.00,0.00,0.00,0.00,83.23
1-14QPYUP,Active,1.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00
1-14QUIJE,Active,1.00,0.00,7.00,0.00,0.00,0.00,0.00,0.00,4869.00
1-14R98J4,Active,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,375.00
1-14R9J4I,Active,1.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,10967.90
1-14RD6RO,Active,1.00,0.00,6.00,26.00,35648.12,9000.00,0.00,0.00,77796.53
1-14RQEBL,Active,1.00,0.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00
1-14RUMFS,Active,1.00,0.00,3.00,2.00,0.00,0.00,0.00,0.00,5213.60
1-14S2NIJ,Active,1.00,1.00,24.00,0.00,0.00,0.00,0.00,0.00,20228.87
1-14SUQ02,Active,1.00,2.00,119.00,6.00,3143295.10,1408392.00,0.00,0.00,181299.24
1-14TX3J5,Active,1.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00
1-14WPGBS,Active,1.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,2414.39
1-14X10L2,Active,1.00,0.00,0.00,2.00,0.00,0.00,0.00,-9600.00,-400.00
1-14YURZT,Active,1.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,168.00
1-1500MOA,Active,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00
1-150H51F,Active,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,12492.09
1-150M0BH,Active,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,250.00
1-150M0OT,Active,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,375.00
1-151J0GV,Active,1.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,66.67
1-151W8YF,Active,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,8.20
1-152SPYT,Active,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,375.00
1-152U8NG,Active,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,200.00
1-153BOWV,Active,1.00,4.00,5.00,0.00,0.00,0.00,0.00,0.00,766.58
1-153SU0K,Active,1.00,0.00,5.00,2.00,0.00,0.00,0.00,-185228.28,47996.86
1-1543IMY,Active,1.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,54.88
1-154AB1K,Active,1.00,2.00,4.00,10.00,0.00,0.00,0.00,-901312.56,32382.86
1-154E3CS,Active,2.00,115.00,111.00,87.00,1933889.16,550286.00,0.00,-21744.00,105290.42
1-154W5A0,Active,1.00,0.00,23.00,0.00,0.00,0.00,0.00,0.00,3124.06
1-155XL9I,Active,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,250.00
1-155YRD4,Active,1.00,1.00,13.00,2.00,64470.00,0.00,0.00,0.00,9572.56
1-156B4LY,Active,1.00,0.00,65.00,13.00,615249.00,897143.36,0.00,0.00,487150.76
1-156ML48,Active,1.00,0.00,36.00,4.00,0.00,-83205.60,0.00,0.00,32486.75
1-1584COF,Active,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,400.00
1-158NS89,Active,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20565.58
1-1592UBR,Active,1.00,0.00,42.00,0.00,0.00,0.00,0.00,0.00,9794.59
1-15990XG,Active,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00
1-1599134,Active,1.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,1040.00
1-159YCGU,Active,1.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,9194.96
1-15A99TE,Active,1.00,3.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00
1-15AHQZS,Active,1.00,85.00,152.00,2.00,0.00,0.00,0.00,-15300.00,777.48
1-15BFBYG,Active,1.00,0.00,11.00,0.00,0.00,0.00,0.00,0.00,40576.20
1-15CC6SX,Active,1.00,0.00,5.00,0.00,109116.00,0.00,0.00,0.00,9556.53
1-15CDHZY,Active,1.00,1.00,22.00,6.00,0.00,0.00,0.00,-266591.76,22092.56
1-15D092M,Active,1.00,0.00,13.00,0.00,0.00,0.00,0.00,0.00,172028.54
1-15DBF4S,Active,1.00,0.00,11.00,0.00,0.00,0.00,0.00,0.00,24694.40
1-15DZ2E2,Active,1.00,0.00,32.00,0.00,0.00,0.00,0.00,0.00,15738.40
1-15E0EKQ,Active,1.00,7.00,82.00,5.00,230164.00,0.00,0.00,-35316.00,88749.50
1-15E0QBU,Active,1.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,960.40
1-15E2SY7,Active,1.00,1.00,8.00,2.00,0.00,1153480.00,0.00,0.00,68471.00
1-15F4021,Active,1.00,0.00,15.00,0.00,0.00,0.00,0.00,0.00,8591.99
1-15F7F5R,Active,1.00,0.00,2.00,2.00,0.00,0.00,0.00,0.00,250.00
1-15FOHM8,Active,1.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,3506.33
1-15FTTE5,Active,1.00,0.00,18.00,0.00,0.00,0.00,0.00,0.00,3252610.69
1-15H7F32,Active,1.00,0.00,11.00,0.00,0.00,0.00,0.00,0.00,1065.65
1-15J4WT2,Active,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,219.30
1-15LSELJ,Active,1.00,0.00,13.00,2.00,0.00,0.00,0.00,0.00,5180.53
1-15LXOJ4,Active,1.00,26.00,11.00,8.00,47520.00,55920.36,0.00,0.00,17677.16
1-15ML9D6,Active,1.00,0.00,5.00,3.00,0.00,0.00,0.00,0.00,6608.93
1-15NKSUN,Active,1.00,3.00,10.00,12.00,181649.80,243790.00,0.00,-164073.36,22179.51
1-15P7PDG,Active,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,1250.00
1-15PD7HO,Active,1.00,1.00,11.00,6.00,37599.00,0.00,0.00,0.00,19675.71
1-15PNZF8,Active,1.00,0.00,12.00,0.00,0.00,0.00,0.00,0.00,4302.92
1-15PRMBW,Active,1.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,11394.90
1-15PSUVW,Active,1.00,7.00,73.00,6.00,0.00,4013.00,0.00,-9060.00,23146.36
1-15Q5F0F,Active,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,2642.00
1-15Q7UV2,Active,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,200.00
1-15QU4M5,Active,1.00,0.00,7.00,0.00,191980.00,0.00,-2400.00,0.00,9012.00
1-15QUQ5N,Active,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,200.00
1-15RQQRP,Active,1.00,5.00,2.00,0.00,0.00,0.00,0.00,0.00,2515.98
1-15RRRQY,Active,1.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,3199.28
1-15RSX72,Active,1.00,0.00,7.00,0.00,0.00,0.00,0.00,0.00,1114.68
1-15SK70Z,Active,1.00,79.00,34.00,24.00,0.00,0.00,0.00,-303000.00,23817.67
1-15SKUP4,Active,1.00,7.00,13.00,2.00,0.00,0.00,0.00,0.00,8676.00
1-15UJV7L,Active,1.00,0.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00
1-15V6LOS,Active,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,250.00
1-15V8M7B,Active,1.00,0.00,1.00,0.00,18500.00,0.00,0.00,0.00,1500.00
1-15V9SO6,Active,1.00,0.00,1.00,0.00,18500.00,0.00,0.00,0.00,1500.00
1-15VAIKN,Active,1.00,1.00,2.00,0.00,18500.00,0.00,0.00,0.00,3000.00
1-15VPAD5,Active,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
1-15VSG1K,Active,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00
1-15WACD4,Active,1.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,4061.12
1-15WR5Q9,Active,1.00,0.00,0.00,2.00,106864.00,0.00,0.00,0.00,4960.91
1-15WYO3N,Active,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,83.89
1-15X47TS,Active,1.00,0.00,7.00,0.00,0.00,0.00,0.00,0.00,827.37
1-15X977I,Active,1.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,1657.41
1-15XPK7G,Active,1.00,4.00,13.00,14.00,288681.96,0.00,0.00,-435263.40,1345.02
1-15XXJME,Active,1.00,5.00,139.00,17.00,296690.00,72884.84,0.00,0.00,47473.92
1-15YCT4E,Active,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67
1-15YW3TB,Active,1.00,0.00,14.00,0.00,0.00,0.00,0.00,0.00,13600.00
1-15Z32WJ,Active,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,330.00
1-15Z33CW,Active,1.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00
1-15Z3KVM,Active,1.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,3844.20
1-15Z649S,Active,1.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,150.00
1-160IZ3J,Active,1.00,27.00,355.00,20.00,49375.00,0.00,0.00,-234741.36,176489.67
1-160IZ3Y,Active,1.00,0.00,23.00,3.00,0.00,0.00,0.00,0.00,12107.60
1-160JNQM,Active,1.00,0.00,20.00,0.00,3363.22,0.00,0.00,0.00,291843.23
1-1629VQW,Active,1.00,0.00,26.00,5.00,0.00,46648.80,0.00,0.00,11548.35
1-162D193,Active,1.00,0.00,112.00,0.00,0.00,0.00,0.00,0.00,12744.51
1-1649TKL,Active,1.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00
1-164FMYT,Active,1.00,0.00,0.00,2.00,0.00,0.00,0.00,-21504.00,462.45
1-164HD80,Active,1.00,0.00,23.00,0.00,153456.00,0.00,0.00,0.00,37167.53
1-164P5K1,Active,1.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,1618.71
1-164YUT8,Active,1.00,0.00,22.00,0.00,0.00,0.00,0.00,0.00,21455.71
1-1653C9G,Active,1.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,1489.12
1-165AIMX,Active,1.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,888.22
1-165AINP,Active,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,73.10
1-166X1AA,Active,1.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,13508.39
1-1681CAF,Active,1.00,0.00,7.00,0.00,276038.40,0.00,0.00,0.00,170648.88
1-168DFWM,Active,1.00,0.00,3.00,7.00,0.00,0.00,0.00,-8064.00,3875.20
1-168KTKL,Active,1.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,17281.00
1-169F2LS,Active,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,364.71
1-169PBGV,Active,1.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,66.67
1-169XKGI,Active,1.00,2.00,110.00,10.00,86772.00,105928.00,0.00,0.00,85932.27
1-169YABQ,Active,1.00,0.00,0.00,2.00,0.00,0.00,0.00,-16740.00,587.67
1-16AMJCJ,Active,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,464.71
